activity,timestamp
Activity R,11/19/2018 18:28:58
Activity T,11/19/2018 18:29:58
Activity S,11/19/2018 18:30:58
Activity R,11/19/2018 18:31:44
Activity U,11/19/2018 18:32:44
Activity H,11/19/2018 18:32:58
Activity S,11/19/2018 18:33:44
Activity C,11/19/2018 18:33:58
Activity R,11/19/2018 18:34:32
Activity E,11/19/2018 18:34:58
Activity T,11/19/2018 18:35:32
Activity H,11/19/2018 18:35:44
Activity F,11/19/2018 18:35:58
Activity S,11/19/2018 18:36:32
Activity C,11/19/2018 18:36:44
Activity E,11/19/2018 18:36:58
Activity E,11/19/2018 18:37:44
Activity F,11/19/2018 18:37:58
Activity C,11/19/2018 18:38:32
Activity F,11/19/2018 18:38:44
Activity E,11/19/2018 18:38:58
Activity H,11/19/2018 18:39:32
Activity E,11/19/2018 18:39:44
Activity O,11/19/2018 18:39:58
Activity E,11/19/2018 18:40:32
Activity F,11/19/2018 18:40:44
Activity P,11/19/2018 18:40:58
Activity F,11/19/2018 18:41:32
Activity E,11/19/2018 18:41:44
Activity Q,11/19/2018 18:41:58
Activity E,11/19/2018 18:42:32
Activity F,11/19/2018 18:42:44
Activity R,11/19/2018 18:42:45
Activity J,11/19/2018 18:42:58
Activity R,11/19/2018 18:43:31
Activity O,11/19/2018 18:43:32
Activity E,11/19/2018 18:43:44
Activity T,11/19/2018 18:43:45
Activity L,11/19/2018 18:43:58
Activity R,11/19/2018 18:44:22
Activity U,11/19/2018 18:44:31
Activity P,11/19/2018 18:44:32
Activity O,11/19/2018 18:44:44
Activity S,11/19/2018 18:44:45
Activity K,11/19/2018 18:44:58
Activity U,11/19/2018 18:45:22
Activity S,11/19/2018 18:45:31
Activity Q,11/19/2018 18:45:32
Activity P,11/19/2018 18:45:44
Activity R,11/19/2018 18:45:56
Activity N,11/19/2018 18:45:58
Activity S,11/19/2018 18:46:22
Activity J,11/19/2018 18:46:32
Activity Q,11/19/2018 18:46:44
Activity H,11/19/2018 18:46:45
Activity U,11/19/2018 18:46:56
Activity H,11/19/2018 18:47:31
Activity R,11/19/2018 18:47:32
Activity L,11/19/2018 18:47:32
Activity J,11/19/2018 18:47:44
Activity C,11/19/2018 18:47:45
Activity S,11/19/2018 18:47:56
Activity B,11/19/2018 18:47:58
Activity H,11/19/2018 18:48:22
Activity C,11/19/2018 18:48:31
Activity T,11/19/2018 18:48:32
Activity K,11/19/2018 18:48:32
Activity L,11/19/2018 18:48:44
Activity E,11/19/2018 18:48:45
Activity R,11/19/2018 18:49:20
Activity C,11/19/2018 18:49:22
Activity E,11/19/2018 18:49:31
Activity S,11/19/2018 18:49:32
Activity N,11/19/2018 18:49:32
Activity K,11/19/2018 18:49:44
Activity O,11/19/2018 18:49:45
Activity R,11/19/2018 18:49:55
Activity C,11/19/2018 18:49:56
Activity U,11/19/2018 18:50:20
Activity E,11/19/2018 18:50:22
Activity F,11/19/2018 18:50:31
Activity N,11/19/2018 18:50:44
Activity P,11/19/2018 18:50:45
Activity U,11/19/2018 18:50:55
Activity H,11/19/2018 18:50:56
Activity S,11/19/2018 18:51:20
Activity O,11/19/2018 18:51:22
Activity E,11/19/2018 18:51:31
Activity H,11/19/2018 18:51:32
Activity B,11/19/2018 18:51:32
Activity Q,11/19/2018 18:51:45
Activity S,11/19/2018 18:51:55
Activity E,11/19/2018 18:51:56
Activity P,11/19/2018 18:52:22
Activity O,11/19/2018 18:52:31
Activity C,11/19/2018 18:52:32
Activity B,11/19/2018 18:52:44
Activity J,11/19/2018 18:52:45
Activity R,11/19/2018 18:52:45
Activity O,11/19/2018 18:52:56
Activity H,11/19/2018 18:53:20
Activity Q,11/19/2018 18:53:22
Activity R,11/19/2018 18:53:28
Activity P,11/19/2018 18:53:31
Activity E,11/19/2018 18:53:32
Activity M,11/19/2018 18:53:45
Activity U,11/19/2018 18:53:45
Activity C,11/19/2018 18:53:55
Activity P,11/19/2018 18:53:56
Activity C,11/19/2018 18:54:20
Activity J,11/19/2018 18:54:22
Activity T,11/19/2018 18:54:28
Activity Q,11/19/2018 18:54:31
Activity F,11/19/2018 18:54:32
Activity K,11/19/2018 18:54:45
Activity S,11/19/2018 18:54:45
Activity E,11/19/2018 18:54:55
Activity Q,11/19/2018 18:54:56
Activity E,11/19/2018 18:55:20
Activity M,11/19/2018 18:55:22
Activity S,11/19/2018 18:55:28
Activity J,11/19/2018 18:55:31
Activity E,11/19/2018 18:55:32
Activity N,11/19/2018 18:55:45
Activity O,11/19/2018 18:55:55
Activity J,11/19/2018 18:55:56
Activity F,11/19/2018 18:56:20
Activity K,11/19/2018 18:56:22
Activity M,11/19/2018 18:56:31
Activity O,11/19/2018 18:56:32
Activity C,11/19/2018 18:56:45
Activity H,11/19/2018 18:56:55
Activity M,11/19/2018 18:56:56
Activity E,11/19/2018 18:57:20
Activity N,11/19/2018 18:57:22
Activity C,11/19/2018 18:57:28
Activity K,11/19/2018 18:57:31
Activity P,11/19/2018 18:57:32
Activity B,11/19/2018 18:57:45
Activity E,11/19/2018 18:57:45
Activity P,11/19/2018 18:57:55
Activity K,11/19/2018 18:57:56
Activity F,11/19/2018 18:58:20
Activity E,11/19/2018 18:58:28
Activity N,11/19/2018 18:58:31
Activity Q,11/19/2018 18:58:32
Activity O,11/19/2018 18:58:45
Activity Q,11/19/2018 18:58:55
Activity N,11/19/2018 18:58:56
Activity E,11/19/2018 18:59:20
Activity B,11/19/2018 18:59:22
Activity H,11/19/2018 18:59:28
Activity J,11/19/2018 18:59:32
Activity H,11/19/2018 18:59:45
Activity J,11/19/2018 18:59:55
Activity O,11/19/2018 19:00:20
Activity O,11/19/2018 19:00:28
Activity B,11/19/2018 19:00:31
Activity L,11/19/2018 19:00:32
Activity P,11/19/2018 19:00:45
Activity M,11/19/2018 19:00:55
Activity B,11/19/2018 19:00:56
Activity P,11/19/2018 19:01:20
Activity P,11/19/2018 19:01:28
Activity K,11/19/2018 19:01:32
Activity Q,11/19/2018 19:01:45
Activity K,11/19/2018 19:01:55
Activity Q,11/19/2018 19:02:20
Activity Q,11/19/2018 19:02:28
Activity N,11/19/2018 19:02:32
Activity J,11/19/2018 19:02:45
Activity N,11/19/2018 19:02:55
Activity J,11/19/2018 19:03:20
Activity J,11/19/2018 19:03:28
Activity L,11/19/2018 19:03:45
Activity R,11/19/2018 19:04:12
Activity M,11/19/2018 19:04:20
Activity M,11/19/2018 19:04:28
Activity B,11/19/2018 19:04:32
Activity K,11/19/2018 19:04:45
Activity B,11/19/2018 19:04:55
Activity T,11/19/2018 19:05:12
Activity K,11/19/2018 19:05:20
Activity K,11/19/2018 19:05:28
Activity N,11/19/2018 19:05:45
Activity S,11/19/2018 19:06:12
Activity R,11/19/2018 19:06:15
Activity N,11/19/2018 19:06:20
Activity N,11/19/2018 19:06:28
Activity R,11/19/2018 19:07:14
Activity T,11/19/2018 19:07:15
Activity B,11/19/2018 19:07:45
Activity C,11/19/2018 19:08:12
Activity U,11/19/2018 19:08:14
Activity S,11/19/2018 19:08:15
Activity B,11/19/2018 19:08:20
Activity B,11/19/2018 19:08:28
Activity E,11/19/2018 19:09:12
Activity S,11/19/2018 19:09:14
Activity O,11/19/2018 19:10:12
Activity C,11/19/2018 19:10:15
Activity R,11/19/2018 19:10:31
Activity P,11/19/2018 19:11:12
Activity C,11/19/2018 19:11:14
Activity H,11/19/2018 19:11:15
Activity U,11/19/2018 19:11:31
Activity H,11/19/2018 19:12:12
Activity E,11/19/2018 19:12:14
Activity E,11/19/2018 19:12:15
Activity S,11/19/2018 19:12:31
Activity Q,11/19/2018 19:13:12
Activity O,11/19/2018 19:13:14
Activity O,11/19/2018 19:13:15
Activity J,11/19/2018 19:14:12
Activity H,11/19/2018 19:14:14
Activity P,11/19/2018 19:14:15
Activity H,11/19/2018 19:14:31
Activity R,11/19/2018 19:14:44
Activity L,11/19/2018 19:15:12
Activity P,11/19/2018 19:15:14
Activity Q,11/19/2018 19:15:15
Activity C,11/19/2018 19:15:31
Activity U,11/19/2018 19:15:44
Activity K,11/19/2018 19:16:12
Activity Q,11/19/2018 19:16:14
Activity J,11/19/2018 19:16:15
Activity E,11/19/2018 19:16:31
Activity S,11/19/2018 19:16:44
Activity N,11/19/2018 19:17:12
Activity J,11/19/2018 19:17:14
Activity M,11/19/2018 19:17:15
Activity F,11/19/2018 19:17:31
Activity L,11/19/2018 19:18:14
Activity K,11/19/2018 19:18:15
Activity E,11/19/2018 19:18:31
Activity C,11/19/2018 19:18:44
Activity B,11/19/2018 19:19:12
Activity K,11/19/2018 19:19:14
Activity N,11/19/2018 19:19:15
Activity O,11/19/2018 19:19:31
Activity E,11/19/2018 19:19:44
Activity N,11/19/2018 19:20:14
Activity P,11/19/2018 19:20:31
Activity H,11/19/2018 19:20:44
Activity B,11/19/2018 19:21:15
Activity Q,11/19/2018 19:21:31
Activity F,11/19/2018 19:21:44
Activity B,11/19/2018 19:22:14
Activity J,11/19/2018 19:22:31
