"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","Activity R","2018/11/19 18:28:57.918","2018/11/19 18:28:57.918","-4.1588830833596715","true"
"0","Activity T","2018/11/19 18:29:57.918","2018/11/19 18:29:57.918","-4.1588830833596715","true"
"0","Activity S","2018/11/19 18:30:57.918","2018/11/19 18:30:57.918","-4.1588830833596715","true"
"0","Activity H","2018/11/19 18:32:57.918","2018/11/19 18:32:57.918","-4.1588830833596715","true"
"0","Activity C","2018/11/19 18:33:57.918","2018/11/19 18:33:57.918","-4.1588830833596715","true"
"0","Activity E","2018/11/19 18:34:57.918","2018/11/19 18:34:57.918","-4.1588830833596715","true"
"0","Activity F","2018/11/19 18:35:57.918","2018/11/19 18:35:57.918","-4.1588830833596715","true"
"0","Activity E","2018/11/19 18:36:57.918","2018/11/19 18:36:57.918","-4.1588830833596715","true"
"0","Activity F","2018/11/19 18:37:57.918","2018/11/19 18:37:57.918","-4.1588830833596715","true"
"0","Activity E","2018/11/19 18:38:57.918","2018/11/19 18:38:57.918","-4.1588830833596715","true"
"0","Activity O","2018/11/19 18:39:57.918","2018/11/19 18:39:57.918","-4.1588830833596715","true"
"0","Activity P","2018/11/19 18:40:57.918","2018/11/19 18:40:57.918","-4.1588830833596715","true"
"0","Activity Q","2018/11/19 18:41:57.918","2018/11/19 18:41:57.918","-4.1588830833596715","true"
"0","Activity J","2018/11/19 18:42:57.918","2018/11/19 18:42:57.918","-4.1588830833596715","true"
"0","Activity L","2018/11/19 18:43:57.918","2018/11/19 18:43:57.918","-4.1588830833596715","true"
"0","Activity K","2018/11/19 18:44:57.918","2018/11/19 18:44:57.918","-4.1588830833596715","true"
"0","Activity N","2018/11/19 18:45:57.918","2018/11/19 18:45:57.918","-4.1588830833596715","true"
"0","Activity B","2018/11/19 18:47:57.918","2018/11/19 18:47:57.918","-4.1588830833596715","true"
"1","Activity R","2018/11/19 18:31:43.932","2018/11/19 18:31:43.932","-4.852030263919617","true"
"1","Activity U","2018/11/19 18:32:43.932","2018/11/19 18:32:43.932","-4.852030263919617","true"
"1","Activity S","2018/11/19 18:33:43.932","2018/11/19 18:33:43.932","-4.852030263919617","true"
"1","Activity H","2018/11/19 18:35:43.932","2018/11/19 18:35:43.932","-4.852030263919617","true"
"1","Activity C","2018/11/19 18:36:43.932","2018/11/19 18:36:43.932","-4.852030263919617","true"
"1","Activity E","2018/11/19 18:37:43.932","2018/11/19 18:37:43.932","-4.852030263919617","true"
"1","Activity F","2018/11/19 18:38:43.932","2018/11/19 18:38:43.932","-4.852030263919617","true"
"1","Activity E","2018/11/19 18:39:43.932","2018/11/19 18:39:43.932","-4.852030263919617","true"
"1","Activity F","2018/11/19 18:40:43.932","2018/11/19 18:40:43.932","-4.852030263919617","true"
"1","Activity E","2018/11/19 18:41:43.932","2018/11/19 18:41:43.932","-4.852030263919617","true"
"1","Activity F","2018/11/19 18:42:43.932","2018/11/19 18:42:43.932","-4.852030263919617","true"
"1","Activity E","2018/11/19 18:43:43.932","2018/11/19 18:43:43.932","-4.852030263919617","true"
"1","Activity O","2018/11/19 18:44:43.932","2018/11/19 18:44:43.932","-4.852030263919617","true"
"1","Activity P","2018/11/19 18:45:43.932","2018/11/19 18:45:43.932","-4.852030263919617","true"
"1","Activity Q","2018/11/19 18:46:43.932","2018/11/19 18:46:43.932","-4.852030263919617","true"
"1","Activity J","2018/11/19 18:47:43.932","2018/11/19 18:47:43.932","-4.852030263919617","true"
"1","Activity L","2018/11/19 18:48:43.932","2018/11/19 18:48:43.932","-4.852030263919617","true"
"1","Activity K","2018/11/19 18:49:43.932","2018/11/19 18:49:43.932","-4.852030263919617","true"
