activity,timestamp
Activity R,11/19/2018 18:27:59
Activity T,11/19/2018 18:28:59
Activity S,11/19/2018 18:29:59
Activity H,11/19/2018 18:31:59
Activity R,11/19/2018 18:32:24
Activity C,11/19/2018 18:32:59
Activity T,11/19/2018 18:33:24
Activity R,11/19/2018 18:33:41
Activity V,11/19/2018 18:33:59
Activity S,11/19/2018 18:34:24
Activity U,11/19/2018 18:34:41
Activity Y,11/19/2018 18:34:59
Activity S,11/19/2018 18:35:41
Activity W,11/19/2018 18:35:59
Activity H,11/19/2018 18:36:24
Activity O,11/19/2018 18:36:59
Activity C,11/19/2018 18:37:24
Activity C,11/19/2018 18:37:41
Activity P,11/19/2018 18:37:59
Activity V,11/19/2018 18:38:24
Activity V,11/19/2018 18:38:41
Activity Q,11/19/2018 18:38:59
Activity R,11/19/2018 18:39:20
Activity X,11/19/2018 18:39:24
Activity Y,11/19/2018 18:39:41
Activity J,11/19/2018 18:39:59
Activity T,11/19/2018 18:40:20
Activity W,11/19/2018 18:40:24
Activity W,11/19/2018 18:40:41
Activity L,11/19/2018 18:40:59
Activity S,11/19/2018 18:41:20
Activity O,11/19/2018 18:41:24
Activity F,11/19/2018 18:41:41
Activity K,11/19/2018 18:41:59
Activity P,11/19/2018 18:42:24
Activity R,11/19/2018 18:42:33
Activity H,11/19/2018 18:42:41
Activity R,11/19/2018 18:42:50
Activity N,11/19/2018 18:42:59
Activity H,11/19/2018 18:43:20
Activity Q,11/19/2018 18:43:24
Activity U,11/19/2018 18:43:33
Activity V,11/19/2018 18:43:41
Activity T,11/19/2018 18:43:50
Activity R,11/19/2018 18:44:02
Activity C,11/19/2018 18:44:20
Activity J,11/19/2018 18:44:24
Activity S,11/19/2018 18:44:33
Activity X,11/19/2018 18:44:41
Activity S,11/19/2018 18:44:50
Activity B,11/19/2018 18:44:59
Activity U,11/19/2018 18:45:02
Activity V,11/19/2018 18:45:20
Activity M,11/19/2018 18:45:24
Activity R,11/19/2018 18:45:35
Activity W,11/19/2018 18:45:41
Activity S,11/19/2018 18:46:02
Activity Y,11/19/2018 18:46:20
Activity K,11/19/2018 18:46:24
Activity C,11/19/2018 18:46:33
Activity U,11/19/2018 18:46:35
Activity O,11/19/2018 18:46:41
Activity C,11/19/2018 18:46:50
Activity W,11/19/2018 18:47:20
Activity N,11/19/2018 18:47:24
Activity H,11/19/2018 18:47:33
Activity S,11/19/2018 18:47:35
Activity P,11/19/2018 18:47:41
Activity V,11/19/2018 18:47:50
Activity H,11/19/2018 18:48:02
Activity F,11/19/2018 18:48:20
Activity R,11/19/2018 18:48:27
Activity V,11/19/2018 18:48:33
Activity Q,11/19/2018 18:48:41
Activity Y,11/19/2018 18:48:50
Activity C,11/19/2018 18:49:02
Activity R,11/19/2018 18:49:19
Activity V,11/19/2018 18:49:20
Activity B,11/19/2018 18:49:24
Activity U,11/19/2018 18:49:27
Activity X,11/19/2018 18:49:33
Activity H,11/19/2018 18:49:35
Activity R,11/19/2018 18:49:36
Activity J,11/19/2018 18:49:41
Activity H,11/19/2018 18:49:50
Activity V,11/19/2018 18:50:02
Activity U,11/19/2018 18:50:19
Activity X,11/19/2018 18:50:20
Activity S,11/19/2018 18:50:27
Activity W,11/19/2018 18:50:33
Activity C,11/19/2018 18:50:35
Activity U,11/19/2018 18:50:36
Activity L,11/19/2018 18:50:41
Activity W,11/19/2018 18:50:50
Activity X,11/19/2018 18:51:02
Activity S,11/19/2018 18:51:19
Activity W,11/19/2018 18:51:20
Activity R,11/19/2018 18:51:23
