case id,activity,timestamp
0,Activity R,1/0/1900 00:27:59
0,Activity T,1/0/1900 00:28:59
0,Activity S,1/0/1900 00:29:59
0,Activity H,1/0/1900 00:31:59
0,Activity C,1/0/1900 00:32:59
0,Activity V,1/0/1900 00:33:59
0,Activity Y,1/0/1900 00:34:59
0,Activity W,1/0/1900 00:35:59
0,Activity O,1/0/1900 00:36:59
0,Activity P,1/0/1900 00:37:59
0,Activity Q,1/0/1900 00:38:59
0,Activity J,1/0/1900 00:39:59
0,Activity L,1/0/1900 00:40:59
0,Activity K,1/0/1900 00:41:59
0,Activity N,1/0/1900 00:42:59
0,Activity B,1/0/1900 00:44:59
1,Activity R,1/0/1900 00:32:24
1,Activity T,1/0/1900 00:33:24
1,Activity S,1/0/1900 00:34:24
1,Activity H,1/0/1900 00:36:24
1,Activity C,1/0/1900 00:37:24
1,Activity V,1/0/1900 00:38:24
1,Activity X,1/0/1900 00:39:24
1,Activity W,1/0/1900 00:40:24
1,Activity O,1/0/1900 00:41:24
1,Activity P,1/0/1900 00:42:24
1,Activity Q,1/0/1900 00:43:24
1,Activity J,1/0/1900 00:44:24
1,Activity M,1/0/1900 00:45:24
1,Activity K,1/0/1900 00:46:24
1,Activity N,1/0/1900 00:47:24
1,Activity B,1/0/1900 00:49:24
2,Activity R,1/0/1900 00:33:41
2,Activity U,1/0/1900 00:34:41
2,Activity S,1/0/1900 00:35:41
2,Activity C,1/0/1900 00:37:41
2,Activity V,1/0/1900 00:38:41
2,Activity Y,1/0/1900 00:39:41
2,Activity W,1/0/1900 00:40:41
2,Activity F,1/0/1900 00:41:41
2,Activity H,1/0/1900 00:42:41
2,Activity V,1/0/1900 00:43:41
2,Activity X,1/0/1900 00:44:41
2,Activity W,1/0/1900 00:45:41
2,Activity O,1/0/1900 00:46:41
2,Activity P,1/0/1900 00:47:41
2,Activity Q,1/0/1900 00:48:41
2,Activity J,1/0/1900 00:49:41
2,Activity L,1/0/1900 00:50:41
2,Activity K,1/0/1900 00:51:41
2,Activity N,1/0/1900 00:52:41
2,Activity B,1/0/1900 00:54:41
3,Activity R,1/0/1900 00:39:20
3,Activity T,1/0/1900 00:40:20
3,Activity S,1/0/1900 00:41:20
3,Activity H,1/0/1900 00:43:20
3,Activity C,1/0/1900 00:44:20
3,Activity V,1/0/1900 00:45:20
3,Activity Y,1/0/1900 00:46:20
3,Activity W,1/0/1900 00:47:20
3,Activity F,1/0/1900 00:48:20
3,Activity V,1/0/1900 00:49:20
3,Activity X,1/0/1900 00:50:20
3,Activity W,1/0/1900 00:51:20
3,Activity F,1/0/1900 00:52:20
3,Activity V,1/0/1900 00:53:20
3,Activity X,1/0/1900 00:54:20
3,Activity W,1/0/1900 00:55:20
3,Activity F,1/0/1900 00:56:20
3,Activity V,1/0/1900 00:57:20
3,Activity Y,1/0/1900 00:58:20
3,Activity W,1/0/1900 00:59:20
3,Activity F,1/0/1900 00:00:20
3,Activity V,1/0/1900 00:01:20
3,Activity Y,1/0/1900 00:02:20
3,Activity W,1/0/1900 00:03:20
3,Activity O,1/0/1900 00:04:20
3,Activity P,1/0/1900 00:05:20
3,Activity Q,1/0/1900 00:06:20
3,Activity J,1/0/1900 00:07:20
3,Activity L,1/0/1900 00:08:20
3,Activity K,1/0/1900 00:09:20
3,Activity N,1/0/1900 00:10:20
