"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","Activity R","2018/11/19 18:48:18.811","2018/11/19 18:48:18.811","-5.2574953720277815","true"
"0","Activity T","2018/11/19 18:49:18.811","2018/11/19 18:49:18.811","-5.2574953720277815","true"
"0","Activity S","2018/11/19 18:50:18.811","2018/11/19 18:50:18.811","-5.2574953720277815","true"
"0","Activity H","2018/11/19 18:52:18.811","2018/11/19 18:52:18.811","-5.2574953720277815","true"
"0","Activity C","2018/11/19 18:53:18.811","2018/11/19 18:53:18.811","-5.2574953720277815","true"
"0","Activity AK","2018/11/19 18:54:18.811","2018/11/19 18:54:18.811","-5.2574953720277815","true"
"0","Activity AL","2018/11/19 18:55:18.811","2018/11/19 18:55:18.811","-5.2574953720277815","true"
"0","Activity AN","2018/11/19 18:56:18.811","2018/11/19 18:56:18.811","-5.2574953720277815","true"
"0","Activity AP","2018/11/19 18:57:18.811","2018/11/19 18:57:18.811","-5.2574953720277815","true"
"0","Activity AO","2018/11/19 18:58:18.811","2018/11/19 18:58:18.811","-5.2574953720277815","true"
"0","Activity AM","2018/11/19 18:59:18.811","2018/11/19 18:59:18.811","-5.2574953720277815","true"
"0","Activity W","2018/11/19 19:00:18.811","2018/11/19 19:00:18.811","-5.2574953720277815","true"
"0","Activity O","2018/11/19 19:01:18.811","2018/11/19 19:01:18.811","-5.2574953720277815","true"
"0","Activity P","2018/11/19 19:02:18.811","2018/11/19 19:02:18.811","-5.2574953720277815","true"
"0","Activity Q","2018/11/19 19:03:18.811","2018/11/19 19:03:18.811","-5.2574953720277815","true"
"0","Activity J","2018/11/19 19:04:18.811","2018/11/19 19:04:18.811","-5.2574953720277815","true"
"0","Activity M","2018/11/19 19:05:18.811","2018/11/19 19:05:18.811","-5.2574953720277815","true"
"0","Activity K","2018/11/19 19:06:18.811","2018/11/19 19:06:18.811","-5.2574953720277815","true"
"0","Activity N","2018/11/19 19:07:18.811","2018/11/19 19:07:18.811","-5.2574953720277815","true"
"0","Activity B","2018/11/19 19:09:18.811","2018/11/19 19:09:18.811","-5.2574953720277815","true"
"1","Activity R","2018/11/19 19:02:30.956","2018/11/19 19:02:30.956","-18.08749372907594","true"
"1","Activity T","2018/11/19 19:03:30.956","2018/11/19 19:03:30.956","-18.08749372907594","true"
"1","Activity S","2018/11/19 19:04:30.956","2018/11/19 19:04:30.956","-18.08749372907594","true"
"1","Activity C","2018/11/19 19:06:30.956","2018/11/19 19:06:30.956","-18.08749372907594","true"
"1","Activity H","2018/11/19 19:07:30.956","2018/11/19 19:07:30.956","-18.08749372907594","true"
"1","Activity AK","2018/11/19 19:08:30.956","2018/11/19 19:08:30.956","-18.08749372907594","true"
"1","Activity AL","2018/11/19 19:09:30.956","2018/11/19 19:09:30.956","-18.08749372907594","true"
"1","Activity AN","2018/11/19 19:10:30.956","2018/11/19 19:10:30.956","-18.08749372907594","true"
"1","Activity AP","2018/11/19 19:11:30.956","2018/11/19 19:11:30.956","-18.08749372907594","true"
"1","Activity AO","2018/11/19 19:12:30.956","2018/11/19 19:12:30.956","-18.08749372907594","true"
"1","Activity AM","2018/11/19 19:13:30.956","2018/11/19 19:13:30.956","-18.08749372907594","true"
"1","Activity W","2018/11/19 19:14:30.956","2018/11/19 19:14:30.956","-18.08749372907594","true"
"1","Activity Z","2018/11/19 19:15:30.956","2018/11/19 19:15:30.956","-18.08749372907594","true"
"1","Activity AB","2018/11/19 19:16:30.956","2018/11/19 19:16:30.956","-18.08749372907594","true"
"1","Activity AA","2018/11/19 19:17:30.956","2018/11/19 19:17:30.956","-18.08749372907594","true"
"1","Activity AK","2018/11/19 19:18:30.956","2018/11/19 19:18:30.956","-18.08749372907594","true"
"1","Activity AL","2018/11/19 19:19:30.956","2018/11/19 19:19:30.956","-18.08749372907594","true"
"1","Activity AN","2018/11/19 19:20:30.956","2018/11/19 19:20:30.956","-18.08749372907594","true"
"1","Activity AQ","2018/11/19 19:21:30.956","2018/11/19 19:21:30.956","-18.08749372907594","true"
"1","Activity AO","2018/11/19 19:22:30.956","2018/11/19 19:22:30.956","-18.08749372907594","true"
"1","Activity AM","2018/11/19 19:23:30.956","2018/11/19 19:23:30.956","-18.08749372907594","true"
"1","Activity W","2018/11/19 19:24:30.956","2018/11/19 19:24:30.956","-18.08749372907594","true"
"1","Activity Z","2018/11/19 19:25:30.956","2018/11/19 19:25:30.956","-18.08749372907594","true"
"1","Activity AB","2018/11/19 19:26:30.956","2018/11/19 19:26:30.956","-18.08749372907594","true"
"1","Activity AA","2018/11/19 19:27:30.956","2018/11/19 19:27:30.956","-18.08749372907594","true"
"1","Activity AK","2018/11/19 19:28:30.956","2018/11/19 19:28:30.956","-18.08749372907594","true"
