"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","Activity A","2018/07/02 19:31:26.212","2018/07/02 19:31:26.212","-3.1780538303479458","true"
"0","Activity C","2018/07/02 19:33:26.212","2018/07/02 19:33:26.212","-3.1780538303479458","true"
"0","Activity E","2018/07/02 19:34:26.212","2018/07/02 19:34:26.212","-3.1780538303479458","true"
"0","Activity D","2018/07/02 19:35:26.212","2018/07/02 19:35:26.212","-3.1780538303479458","true"
"0","Activity G","2018/07/02 19:36:26.212","2018/07/02 19:36:26.212","-3.1780538303479458","true"
"0","Activity H","2018/07/02 19:37:26.212","2018/07/02 19:37:26.212","-3.1780538303479458","true"
"0","Activity B","2018/07/02 19:39:26.212","2018/07/02 19:39:26.212","-3.1780538303479458","true"
"1","Activity A","2018/07/03 00:30:49.847","2018/07/03 00:30:49.847","-2.0794415416798357","true"
"1","Activity C","2018/07/03 00:32:49.847","2018/07/03 00:32:49.847","-2.0794415416798357","true"
"1","Activity H","2018/07/03 00:33:49.847","2018/07/03 00:33:49.847","-2.0794415416798357","true"
"1","Activity E","2018/07/03 00:34:49.847","2018/07/03 00:34:49.847","-2.0794415416798357","true"
"1","Activity D","2018/07/03 00:35:49.847","2018/07/03 00:35:49.847","-2.0794415416798357","true"
"1","Activity G","2018/07/03 00:36:49.847","2018/07/03 00:36:49.847","-2.0794415416798357","true"
"1","Activity B","2018/07/03 00:38:49.847","2018/07/03 00:38:49.847","-2.0794415416798357","true"
"2","Activity A","2018/07/03 00:35:08.380","2018/07/03 00:35:08.380","-3.4657359027997265","true"
"2","Activity C","2018/07/03 00:37:08.380","2018/07/03 00:37:08.380","-3.4657359027997265","true"
"2","Activity H","2018/07/03 00:38:08.380","2018/07/03 00:38:08.380","-3.4657359027997265","true"
"2","Activity E","2018/07/03 00:39:08.380","2018/07/03 00:39:08.380","-3.4657359027997265","true"
"2","Activity F","2018/07/03 00:40:08.380","2018/07/03 00:40:08.380","-3.4657359027997265","true"
"2","Activity E","2018/07/03 00:41:08.380","2018/07/03 00:41:08.380","-3.4657359027997265","true"
"2","Activity F","2018/07/03 00:42:08.380","2018/07/03 00:42:08.380","-3.4657359027997265","true"
"2","Activity E","2018/07/03 00:43:08.380","2018/07/03 00:43:08.380","-3.4657359027997265","true"
