activity,timestamp
Activity A,07/02/2018 17:19
Activity A,07/02/2018 17:20
Activity A,07/02/2018 17:20
Activity A,07/02/2018 17:20
Activity A,07/02/2018 17:21
Activity A,07/02/2018 17:21
Activity A,07/02/2018 17:21
Activity A,07/02/2018 17:21
Activity C,07/02/2018 17:21
Activity A,07/02/2018 17:22
Activity C,07/02/2018 17:22
Activity C,07/02/2018 17:22
Activity A,07/02/2018 17:22
Activity A,07/02/2018 17:22
Activity E,07/02/2018 17:22
Activity C,07/02/2018 17:22
Activity A,07/02/2018 17:22
Activity H,07/02/2018 17:23
Activity H,07/02/2018 17:23
Activity H,07/02/2018 17:23
Activity C,07/02/2018 17:23
Activity H,07/02/2018 17:23
Activity A,07/02/2018 17:23
Activity C,07/02/2018 17:23
Activity D,07/02/2018 17:23
Activity A,07/02/2018 17:23
Activity E,07/02/2018 17:23
Activity A,07/02/2018 17:23
Activity C,07/02/2018 17:24
Activity C,07/02/2018 17:24
Activity H,07/02/2018 17:24
Activity E,07/02/2018 17:24
Activity E,07/02/2018 17:24
Activity E,07/02/2018 17:24
Activity C,07/02/2018 17:24
Activity H,07/02/2018 17:24
Activity E,07/02/2018 17:24
Activity G,07/02/2018 17:24
Activity F,07/02/2018 17:24
Activity C,07/02/2018 17:24
Activity E,07/02/2018 17:25
Activity E,07/02/2018 17:25
Activity C,07/02/2018 17:25
Activity D,07/02/2018 17:25
Activity D,07/02/2018 17:25
Activity A,07/02/2018 17:25
Activity F,07/02/2018 17:25
Activity E,07/02/2018 17:25
Activity H,07/02/2018 17:25
Activity C,07/02/2018 17:25
Activity H,07/02/2018 17:25
Activity H,07/02/2018 17:25
Activity H,07/02/2018 17:25
Activity E,07/02/2018 17:25
Activity C,07/02/2018 17:25
Activity E,07/02/2018 17:25
Activity D,07/02/2018 17:26
Activity F,07/02/2018 17:26
Activity E,07/02/2018 17:26
Activity G,07/02/2018 17:26
Activity G,07/02/2018 17:26
Activity E,07/02/2018 17:26
Activity H,07/02/2018 17:26
Activity C,07/02/2018 17:26
Activity E,07/02/2018 17:26
Activity F,07/02/2018 17:26
Activity C,07/02/2018 17:26
Activity F,07/02/2018 17:26
Activity H,07/02/2018 17:26
Activity A,07/02/2018 17:26
Activity F,07/02/2018 17:26
Activity G,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity D,07/02/2018 17:27
Activity H,07/02/2018 17:27
Activity C,07/02/2018 17:27
Activity F,07/02/2018 17:27
Activity F,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity F,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity B,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity E,07/02/2018 17:27
Activity H,07/02/2018 17:27
Activity D,07/02/2018 17:28
Activity G,07/02/2018 17:28
Activity B,07/02/2018 17:28
Activity H,07/02/2018 17:28
Activity A,07/02/2018 17:28
Activity A,07/02/2018 17:28
Activity E,07/02/2018 17:28
Activity E,07/02/2018 17:28
Activity F,07/02/2018 17:28
Activity A,07/02/2018 17:28
Activity E,07/02/2018 17:28
Activity F,07/02/2018 17:28
Activity D,07/02/2018 17:28
Activity D,07/02/2018 17:28
Activity F,07/02/2018 17:28
Activity H,07/02/2018 17:28
Activity E,07/02/2018 17:28
Activity B,07/02/2018 17:29
Activity G,07/02/2018 17:29
Activity B,07/02/2018 17:29
Activity E,07/02/2018 17:29
Activity D,07/02/2018 17:29
Activity F,07/02/2018 17:29
Activity E,07/02/2018 17:29
Activity F,07/02/2018 17:29
Activity E,07/02/2018 17:29
Activity G,07/02/2018 17:29
Activity H,07/02/2018 17:29
Activity E,07/02/2018 17:29
Activity C,07/02/2018 17:29
Activity D,07/02/2018 17:29
Activity B,07/02/2018 17:30
Activity D,07/02/2018 17:30
Activity C,07/02/2018 17:30
Activity H,07/02/2018 17:30
Activity G,07/02/2018 17:30
Activity E,07/02/2018 17:30
Activity D,07/02/2018 17:30
Activity H,07/02/2018 17:30
Activity E,07/02/2018 17:30
Activity F,07/02/2018 17:30
Activity G,07/02/2018 17:30
Activity A,07/02/2018 17:30
Activity D,07/02/2018 17:30
Activity E,07/02/2018 17:30
Activity G,07/02/2018 17:30
Activity B,07/02/2018 17:31
Activity G,07/02/2018 17:31
Activity H,07/02/2018 17:31
Activity A,07/02/2018 17:31
Activity C,07/02/2018 17:31
Activity F,07/02/2018 17:31
Activity G,07/02/2018 17:31
Activity A,07/02/2018 17:31
Activity C,07/02/2018 17:31
Activity F,07/02/2018 17:31
Activity E,07/02/2018 17:31
Activity B,07/02/2018 17:31
Activity G,07/02/2018 17:31
Activity D,07/02/2018 17:31
Activity E,07/02/2018 17:32
Activity E,07/02/2018 17:32
Activity B,07/02/2018 17:32
Activity E,07/02/2018 17:32
Activity E,07/02/2018 17:32
Activity E,07/02/2018 17:32
Activity D,07/02/2018 17:32
Activity B,07/02/2018 17:32
Activity C,07/02/2018 17:32
Activity G,07/02/2018 17:32
Activity B,07/02/2018 17:32
Activity B,07/02/2018 17:33
Activity F,07/02/2018 17:33
Activity H,07/02/2018 17:33
Activity F,07/02/2018 17:33
Activity D,07/02/2018 17:33
Activity B,07/02/2018 17:33
Activity H,07/02/2018 17:33
Activity F,07/02/2018 17:33
Activity D,07/02/2018 17:33
Activity G,07/02/2018 17:33
Activity E,07/02/2018 17:33
Activity B,07/02/2018 17:33
Activity A,07/02/2018 17:34
Activity E,07/02/2018 17:34
Activity C,07/02/2018 17:34
Activity E,07/02/2018 17:34
Activity G,07/02/2018 17:34
Activity C,07/02/2018 17:34
Activity A,07/02/2018 17:34
Activity E,07/02/2018 17:34
Activity G,07/02/2018 17:34
Activity H,07/02/2018 17:34
Activity B,07/02/2018 17:34
Activity D,07/02/2018 17:35
Activity E,07/02/2018 17:35
Activity F,07/02/2018 17:35
Activity E,07/02/2018 17:35
Activity F,07/02/2018 17:35
Activity B,07/02/2018 17:35
Activity F,07/02/2018 17:35
Activity H,07/02/2018 17:36
Activity G,07/02/2018 17:36
Activity D,07/02/2018 17:36
Activity E,07/02/2018 17:36
Activity B,07/02/2018 17:36
Activity D,07/02/2018 17:36
Activity H,07/02/2018 17:36
Activity E,07/02/2018 17:36
Activity B,07/02/2018 17:36
Activity A,07/02/2018 17:36
Activity E,07/02/2018 17:36
Activity C,07/02/2018 17:37
Activity G,07/02/2018 17:37
Activity F,07/02/2018 17:37
Activity G,07/02/2018 17:37
Activity C,07/02/2018 17:37
Activity F,07/02/2018 17:37
Activity F,07/02/2018 17:37
Activity E,07/02/2018 17:38
Activity B,07/02/2018 17:38
Activity E,07/02/2018 17:38
Activity E,07/02/2018 17:38
Activity E,07/02/2018 17:38
Activity H,07/02/2018 17:38
Activity E,07/02/2018 17:38
Activity A,07/02/2018 17:38
Activity F,07/02/2018 17:39
Activity B,07/02/2018 17:39
Activity D,07/02/2018 17:39
Activity B,07/02/2018 17:39
Activity D,07/02/2018 17:39
Activity A,07/02/2018 17:39
Activity D,07/02/2018 17:39
Activity C,07/02/2018 17:39
Activity A,07/02/2018 17:39
Activity D,07/02/2018 17:39
Activity E,07/02/2018 17:40
Activity G,07/02/2018 17:40
Activity G,07/02/2018 17:40
Activity G,07/02/2018 17:40
Activity E,07/02/2018 17:40
Activity G,07/02/2018 17:40
Activity C,07/02/2018 17:40
Activity A,07/02/2018 17:41
Activity F,07/02/2018 17:41
Activity A,07/02/2018 17:41
Activity C,07/02/2018 17:41
Activity D,07/02/2018 17:41
Activity C,07/02/2018 17:41
Activity E,07/02/2018 17:41
Activity E,07/02/2018 17:42
Activity B,07/02/2018 17:42
Activity B,07/02/2018 17:42
Activity H,07/02/2018 17:42
Activity B,07/02/2018 17:42
Activity G,07/02/2018 17:42
Activity E,07/02/2018 17:42
Activity B,07/02/2018 17:42
Activity D,07/02/2018 17:42
Activity C,07/02/2018 17:43
Activity F,07/02/2018 17:43
Activity A,07/02/2018 17:43
Activity C,07/02/2018 17:43
Activity E,07/02/2018 17:43
Activity D,07/02/2018 17:43
Activity G,07/02/2018 17:43
Activity H,07/02/2018 17:44
Activity E,07/02/2018 17:44
Activity E,07/02/2018 17:44
Activity D,07/02/2018 17:44
Activity B,07/02/2018 17:44
Activity H,07/02/2018 17:44
Activity H,07/02/2018 17:44
Activity E,07/02/2018 17:45
Activity F,07/02/2018 17:45
Activity H,07/02/2018 17:45
Activity D,07/02/2018 17:45
Activity G,07/02/2018 17:45
Activity G,07/02/2018 17:45
Activity F,07/02/2018 17:46
Activity E,07/02/2018 17:46
Activity A,07/02/2018 17:46
Activity C,07/02/2018 17:46
Activity G,07/02/2018 17:46
Activity B,07/02/2018 17:46
Activity E,07/02/2018 17:47
Activity F,07/02/2018 17:47
Activity A,07/02/2018 17:47
Activity E,07/02/2018 17:47
Activity H,07/02/2018 17:47
Activity B,07/02/2018 17:47
Activity A,07/02/2018 17:47
Activity B,07/02/2018 17:47
Activity D,07/02/2018 17:48
Activity E,07/02/2018 17:48
Activity H,07/02/2018 17:48
Activity D,07/02/2018 17:48
Activity G,07/02/2018 17:49
Activity A,07/02/2018 17:49
Activity F,07/02/2018 17:49
Activity C,07/02/2018 17:49
Activity H,07/02/2018 17:49
Activity G,07/02/2018 17:49
Activity B,07/02/2018 17:49
Activity C,07/02/2018 17:49
Activity A,07/02/2018 17:50
Activity E,07/02/2018 17:50
Activity E,07/02/2018 17:50
Activity C,07/02/2018 17:50
Activity E,07/02/2018 17:50
Activity A,07/02/2018 17:50
Activity A,07/02/2018 17:50
Activity B,07/02/2018 17:51
Activity C,07/02/2018 17:51
Activity A,07/02/2018 17:51
Activity D,07/02/2018 17:51
Activity D,07/02/2018 17:51
Activity A,07/02/2018 17:51
Activity E,07/02/2018 17:51
Activity B,07/02/2018 17:51
Activity H,07/02/2018 17:51
Activity A,07/02/2018 17:51
Activity H,07/02/2018 17:52
Activity H,07/02/2018 17:52
Activity G,07/02/2018 17:52
Activity G,07/02/2018 17:52
Activity A,07/02/2018 17:52
Activity D,07/02/2018 17:52
Activity F,07/02/2018 17:52
Activity A,07/02/2018 17:52
Activity C,07/02/2018 17:52
Activity C,07/02/2018 17:52
Activity E,07/02/2018 17:53
Activity H,07/02/2018 17:53
Activity C,07/02/2018 17:53
Activity C,07/02/2018 17:53
Activity G,07/02/2018 17:53
Activity E,07/02/2018 17:53
Activity H,07/02/2018 17:53
Activity A,07/02/2018 17:53
Activity H,07/02/2018 17:53
Activity E,07/02/2018 17:53
Activity D,07/02/2018 17:54
Activity C,07/02/2018 17:54
Activity E,07/02/2018 17:54
Activity B,07/02/2018 17:54
Activity B,07/02/2018 17:54
Activity H,07/02/2018 17:54
Activity E,07/02/2018 17:54
Activity F,07/02/2018 17:54
Activity C,07/02/2018 17:54
Activity E,07/02/2018 17:54
Activity C,07/02/2018 17:54
Activity H,07/02/2018 17:54
Activity G,07/02/2018 17:55
Activity E,07/02/2018 17:55
Activity D,07/02/2018 17:55
Activity C,07/02/2018 17:55
Activity F,07/02/2018 17:55
Activity B,07/02/2018 17:55
Activity E,07/02/2018 17:55
Activity E,07/02/2018 17:55
Activity D,07/02/2018 17:55
Activity H,07/02/2018 17:55
Activity E,07/02/2018 17:55
Activity F,07/02/2018 17:55
Activity F,07/02/2018 17:56
Activity G,07/02/2018 17:56
Activity E,07/02/2018 17:56
Activity H,07/02/2018 17:56
Activity F,07/02/2018 17:56
Activity A,07/02/2018 17:56
Activity F,07/02/2018 17:56
Activity G,07/02/2018 17:56
Activity C,07/02/2018 17:56
Activity D,07/02/2018 17:56
Activity E,07/02/2018 17:56
Activity B,07/02/2018 17:57
Activity E,07/02/2018 17:57
Activity F,07/02/2018 17:57
Activity E,07/02/2018 17:57
Activity E,07/02/2018 17:57
Activity E,07/02/2018 17:57
Activity E,07/02/2018 17:57
Activity G,07/02/2018 17:57
Activity F,07/02/2018 17:57
Activity D,07/02/2018 17:58
Activity B,07/02/2018 17:58
Activity E,07/02/2018 17:58
Activity F,07/02/2018 17:58
Activity D,07/02/2018 17:58
Activity C,07/02/2018 17:58
Activity H,07/02/2018 17:58
Activity A,07/02/2018 17:58
Activity B,07/02/2018 17:58
Activity D,07/02/2018 17:58
Activity E,07/02/2018 17:58
Activity G,07/02/2018 17:59
Activity F,07/02/2018 17:59
Activity E,07/02/2018 17:59
Activity G,07/02/2018 17:59
Activity E,07/02/2018 17:59
Activity F,07/02/2018 17:59
Activity A,07/02/2018 17:59
Activity G,07/02/2018 17:59
Activity B,07/02/2018 17:59
Activity D,07/02/2018 17:59
Activity E,07/02/2018 18:00
Activity D,07/02/2018 18:00
Activity D,07/02/2018 18:00
Activity E,07/02/2018 18:00
Activity H,07/02/2018 18:00
Activity G,07/02/2018 18:00
Activity B,07/02/2018 18:01
Activity F,07/02/2018 18:01
Activity G,07/02/2018 18:01
Activity B,07/02/2018 18:01
Activity G,07/02/2018 18:01
Activity D,07/02/2018 18:01
Activity C,07/02/2018 18:01
Activity H,07/02/2018 18:01
Activity B,07/02/2018 18:01
Activity E,07/02/2018 18:02
Activity H,07/02/2018 18:02
Activity G,07/02/2018 18:02
Activity E,07/02/2018 18:02
Activity C,07/02/2018 18:02
Activity B,07/02/2018 18:02
Activity A,07/02/2018 18:02
Activity D,07/02/2018 18:03
Activity B,07/02/2018 18:03
Activity D,07/02/2018 18:03
Activity E,07/02/2018 18:03
Activity G,07/02/2018 18:04
Activity A,07/02/2018 18:04
Activity B,07/02/2018 18:04
Activity B,07/02/2018 18:04
Activity G,07/02/2018 18:04
Activity D,07/02/2018 18:04
Activity C,07/02/2018 18:04
Activity G,07/02/2018 18:05
Activity E,07/02/2018 18:05
Activity B,07/02/2018 18:06
Activity C,07/02/2018 18:06
Activity B,07/02/2018 18:06
Activity D,07/02/2018 18:06
Activity H,07/02/2018 18:07
Activity B,07/02/2018 18:07
Activity H,07/02/2018 18:07
Activity E,07/02/2018 18:08
Activity G,07/02/2018 18:08
Activity D,07/02/2018 18:09
Activity G,07/02/2018 18:10
Activity B,07/02/2018 18:10
Activity B,07/02/2018 18:12
