"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","Activity A","2018/07/02 17:19:36.796","2018/07/02 17:19:36.796","-3.1780538303479458","true"
"0","Activity C","2018/07/02 17:21:36.796","2018/07/02 17:21:36.796","-3.1780538303479458","true"
"0","Activity E","2018/07/02 17:22:36.796","2018/07/02 17:22:36.796","-3.1780538303479458","true"
"0","Activity D","2018/07/02 17:23:36.796","2018/07/02 17:23:36.796","-3.1780538303479458","true"
"0","Activity G","2018/07/02 17:24:36.796","2018/07/02 17:24:36.796","-3.1780538303479458","true"
"0","Activity H","2018/07/02 17:25:36.796","2018/07/02 17:25:36.796","-3.1780538303479458","true"
"0","Activity B","2018/07/02 17:27:36.796","2018/07/02 17:27:36.796","-3.1780538303479458","true"
"1","Activity A","2018/07/02 17:20:07.774","2018/07/02 17:20:07.774","-2.0794415416798357","true"
"1","Activity C","2018/07/02 17:22:07.774","2018/07/02 17:22:07.774","-2.0794415416798357","true"
"1","Activity H","2018/07/02 17:23:07.774","2018/07/02 17:23:07.774","-2.0794415416798357","true"
"1","Activity E","2018/07/02 17:24:07.774","2018/07/02 17:24:07.774","-2.0794415416798357","true"
"1","Activity D","2018/07/02 17:25:07.774","2018/07/02 17:25:07.774","-2.0794415416798357","true"
"1","Activity G","2018/07/02 17:26:07.774","2018/07/02 17:26:07.774","-2.0794415416798357","true"
"1","Activity B","2018/07/02 17:28:07.774","2018/07/02 17:28:07.774","-2.0794415416798357","true"
"2","Activity A","2018/07/02 17:20:13.257","2018/07/02 17:20:13.257","-3.4657359027997265","true"
"2","Activity C","2018/07/02 17:22:13.257","2018/07/02 17:22:13.257","-3.4657359027997265","true"
"2","Activity H","2018/07/02 17:23:13.257","2018/07/02 17:23:13.257","-3.4657359027997265","true"
"2","Activity E","2018/07/02 17:24:13.257","2018/07/02 17:24:13.257","-3.4657359027997265","true"
"2","Activity F","2018/07/02 17:25:13.257","2018/07/02 17:25:13.257","-3.4657359027997265","true"
"2","Activity E","2018/07/02 17:26:13.257","2018/07/02 17:26:13.257","-3.4657359027997265","true"
"2","Activity F","2018/07/02 17:27:13.257","2018/07/02 17:27:13.257","-3.4657359027997265","true"
"2","Activity E","2018/07/02 17:28:13.257","2018/07/02 17:28:13.257","-3.4657359027997265","true"
"2","Activity D","2018/07/02 17:29:13.257","2018/07/02 17:29:13.257","-3.4657359027997265","true"
"2","Activity G","2018/07/02 17:30:13.257","2018/07/02 17:30:13.257","-3.4657359027997265","true"
"2","Activity B","2018/07/02 17:32:13.257","2018/07/02 17:32:13.257","-3.4657359027997265","true"
"3","Activity A","2018/07/02 17:20:44.195","2018/07/02 17:20:44.195","-6.761572768804056","true"
"3","Activity C","2018/07/02 17:22:44.195","2018/07/02 17:22:44.195","-6.761572768804056","true"
"3","Activity E","2018/07/02 17:23:44.195","2018/07/02 17:23:44.195","-6.761572768804056","true"
"3","Activity F","2018/07/02 17:24:44.195","2018/07/02 17:24:44.195","-6.761572768804056","true"
"3","Activity E","2018/07/02 17:25:44.195","2018/07/02 17:25:44.195","-6.761572768804056","true"
"3","Activity F","2018/07/02 17:26:44.195","2018/07/02 17:26:44.195","-6.761572768804056","true"
"3","Activity E","2018/07/02 17:27:44.195","2018/07/02 17:27:44.195","-6.761572768804056","true"
"3","Activity D","2018/07/02 17:28:44.195","2018/07/02 17:28:44.195","-6.761572768804056","true"
"3","Activity H","2018/07/02 17:29:44.195","2018/07/02 17:29:44.195","-6.761572768804056","true"
"3","Activity G","2018/07/02 17:30:44.195","2018/07/02 17:30:44.195","-6.761572768804056","true"
"3","Activity B","2018/07/02 17:32:44.195","2018/07/02 17:32:44.195","-6.761572768804056","true"
"4","Activity A","2018/07/02 17:20:59.822","2018/07/02 17:20:59.822","-1.3862943611198906","true"
"4","Activity H","2018/07/02 17:22:59.822","2018/07/02 17:22:59.822","-1.3862943611198906","true"
"4","Activity C","2018/07/02 17:23:59.822","2018/07/02 17:23:59.822","-1.3862943611198906","true"
"4","Activity E","2018/07/02 17:24:59.822","2018/07/02 17:24:59.822","-1.3862943611198906","true"
"4","Activity D","2018/07/02 17:25:59.822","2018/07/02 17:25:59.822","-1.3862943611198906","true"
"4","Activity G","2018/07/02 17:26:59.822","2018/07/02 17:26:59.822","-1.3862943611198906","true"
"4","Activity B","2018/07/02 17:28:59.822","2018/07/02 17:28:59.822","-1.3862943611198906","true"
"5","Activity A","2018/07/02 17:21:00.658","2018/07/02 17:21:00.658","-2.0794415416798357","true"
"5","Activity H","2018/07/02 17:23:00.658","2018/07/02 17:23:00.658","-2.0794415416798357","true"
"5","Activity C","2018/07/02 17:24:00.658","2018/07/02 17:24:00.658","-2.0794415416798357","true"
"5","Activity E","2018/07/02 17:25:00.658","2018/07/02 17:25:00.658","-2.0794415416798357","true"
"5","Activity F","2018/07/02 17:26:00.658","2018/07/02 17:26:00.658","-2.0794415416798357","true"
"5","Activity E","2018/07/02 17:27:00.658","2018/07/02 17:27:00.658","-2.0794415416798357","true"
"5","Activity D","2018/07/02 17:28:00.658","2018/07/02 17:28:00.658","-2.0794415416798357","true"
"5","Activity G","2018/07/02 17:29:00.658","2018/07/02 17:29:00.658","-2.0794415416798357","true"
"5","Activity B","2018/07/02 17:31:00.658","2018/07/02 17:31:00.658","-2.0794415416798357","true"
"6","Activity A","2018/07/02 17:21:07.699","2018/07/02 17:21:07.699","-3.1780538303479458","true"
"6","Activity C","2018/07/02 17:23:07.699","2018/07/02 17:23:07.699","-3.1780538303479458","true"
"6","Activity E","2018/07/02 17:24:07.699","2018/07/02 17:24:07.699","-3.1780538303479458","true"
