caseId,activity,timestamp,
0,Activity A,7/2/2018 17:25:18,
0,Activity C,7/2/2018 17:27:18,
0,Activity E,7/2/2018 17:28:18,
0,Activity D,7/2/2018 17:29:18,
0,Activity G,7/2/2018 17:30:18,
0,Activity H,7/2/2018 17:31:18,
0,Activity B,7/2/2018 17:33:18,
1,Activity A,7/2/2018 17:27:13,
1,Activity C,7/2/2018 17:29:13,
1,Activity H,7/2/2018 17:30:13,
1,Activity E,7/2/2018 17:31:13,
1,Activity D,7/2/2018 17:32:13,
1,Activity G,7/2/2018 17:33:13,
1,Activity B,7/2/2018 17:35:13,
2,Activity A,7/2/2018 17:27:15,
2,Activity C,7/2/2018 17:29:15,
2,Activity H,7/2/2018 17:30:15,
2,Activity E,7/2/2018 17:31:15,
2,Activity F,7/2/2018 17:32:15,
2,Activity E,7/2/2018 17:33:15,
2,Activity F,7/2/2018 17:34:15,
2,Activity E,7/2/2018 17:35:15,
2,Activity D,7/2/2018 17:36:15,
2,Activity G,7/2/2018 17:37:15,
2,Activity B,7/2/2018 17:39:15,
3,Activity A,7/2/2018 17:27:39,
3,Activity C,7/2/2018 17:29:39,
3,Activity E,7/2/2018 17:30:39,
3,Activity F,7/2/2018 17:31:39,
3,Activity E,7/2/2018 17:32:39,
3,Activity F,7/2/2018 17:33:39,
3,Activity E,7/2/2018 17:34:39,
3,Activity D,7/2/2018 17:35:39,
3,Activity H,7/2/2018 17:36:39,
3,Activity G,7/2/2018 17:37:39,
3,Activity B,7/2/2018 17:39:39,
4,Activity A,7/2/2018 17:28:13,
4,Activity H,7/2/2018 17:30:13,
4,Activity C,7/2/2018 17:31:13,
4,Activity E,7/2/2018 17:32:13,
4,Activity D,7/2/2018 17:33:13,
4,Activity G,7/2/2018 17:34:13,
4,Activity B,7/2/2018 17:36:13,
5,Activity A,7/2/2018 17:28:54,
5,Activity H,7/2/2018 17:30:54,
5,Activity C,7/2/2018 17:31:54,
5,Activity E,7/2/2018 17:32:54,
5,Activity F,7/2/2018 17:33:54,
5,Activity E,7/2/2018 17:34:54,
5,Activity D,7/2/2018 17:35:54,
5,Activity G,7/2/2018 17:36:54,
5,Activity B,7/2/2018 17:38:54,
6,Activity A,7/2/2018 17:28:57,
6,Activity C,7/2/2018 17:30:57,
6,Activity E,7/2/2018 17:31:57,
6,Activity D,7/2/2018 17:32:57,
6,Activity G,7/2/2018 17:33:57,
6,Activity H,7/2/2018 17:34:57,
6,Activity B,7/2/2018 17:36:57,
7,Activity A,7/2/2018 17:29:40,
7,Activity C,7/2/2018 17:31:40,
7,Activity E,7/2/2018 17:32:40,
7,Activity H,7/2/2018 17:33:40,
7,Activity F,7/2/2018 17:34:40,
7,Activity E,7/2/2018 17:35:40,
7,Activity F,7/2/2018 17:36:40,
7,Activity E,7/2/2018 17:37:40,
7,Activity F,7/2/2018 17:38:40,
7,Activity E,7/2/2018 17:39:40,
7,Activity D,7/2/2018 17:40:40,
7,Activity G,7/2/2018 17:41:40,
7,Activity B,7/2/2018 17:43:40,
8,Activity A,7/2/2018 17:29:43,
8,Activity H,7/2/2018 17:31:43,
8,Activity C,7/2/2018 17:32:43,
8,Activity E,7/2/2018 17:33:43,
8,Activity D,7/2/2018 17:34:43,
8,Activity G,7/2/2018 17:35:43,
8,Activity B,7/2/2018 17:37:43,
9,Activity A,7/2/2018 17:31:21,
9,Activity C,7/2/2018 17:33:21,
9,Activity E,7/2/2018 17:34:21,
9,Activity H,7/2/2018 17:35:21,
9,Activity F,7/2/2018 17:36:21,
9,Activity E,7/2/2018 17:37:21,
9,Activity F,7/2/2018 17:38:21,
9,Activity E,7/2/2018 17:39:21,
9,Activity F,7/2/2018 17:40:21,
9,Activity E,7/2/2018 17:41:21,
9,Activity D,7/2/2018 17:42:21,
9,Activity G,7/2/2018 17:43:21,
9,Activity B,7/2/2018 17:45:21,
10,Activity A,7/2/2018 17:32:18,
10,Activity H,7/2/2018 17:34:18,
10,Activity C,7/2/2018 17:35:18,
10,Activity E,7/2/2018 17:36:18,
10,Activity F,7/2/2018 17:37:18,
10,Activity E,7/2/2018 17:38:18,
10,Activity F,7/2/2018 17:39:18,
10,Activity E,7/2/2018 17:40:18,
10,Activity F,7/2/2018 17:41:18,
10,Activity E,7/2/2018 17:42:18,
10,Activity D,7/2/2018 17:43:18,
10,Activity G,7/2/2018 17:44:18,
10,Activity B,7/2/2018 17:46:18,
11,Activity A,7/2/2018 17:34:57,
11,Activity C,7/2/2018 17:36:57,
11,Activity E,7/2/2018 17:37:57,
11,Activity F,7/2/2018 17:38:57,
11,Activity H,7/2/2018 17:39:57,
11,Activity E,7/2/2018 17:40:57,
11,Activity D,7/2/2018 17:41:57,
11,Activity G,7/2/2018 17:42:57,
11,Activity B,7/2/2018 17:44:57,
12,Activity A,7/2/2018 17:35:21,
12,Activity H,7/2/2018 17:37:21,
12,Activity C,7/2/2018 17:38:21,
12,Activity E,7/2/2018 17:39:21,
12,Activity F,7/2/2018 17:40:21,
12,Activity E,7/2/2018 17:41:21,
12,Activity D,7/2/2018 17:42:21,
12,Activity G,7/2/2018 17:43:21,
12,Activity B,7/2/2018 17:45:21,
13,Activity A,7/2/2018 17:36:24,
13,Activity H,7/2/2018 17:38:24,
13,Activity C,7/2/2018 17:39:24,
13,Activity E,7/2/2018 17:40:24,
13,Activity D,7/2/2018 17:41:24,
13,Activity G,7/2/2018 17:42:24,
13,Activity B,7/2/2018 17:44:24,
14,Activity A,7/2/2018 17:36:33,
14,Activity C,7/2/2018 17:38:33,
14,Activity H,7/2/2018 17:39:33,
14,Activity E,7/2/2018 17:40:33,
14,Activity F,7/2/2018 17:41:33,
14,Activity E,7/2/2018 17:42:33,
14,Activity D,7/2/2018 17:43:33,
14,Activity G,7/2/2018 17:44:33,
14,Activity B,7/2/2018 17:46:33,
15,Activity A,7/2/2018 17:37:12,
15,Activity C,7/2/2018 17:39:12,
15,Activity H,7/2/2018 17:40:12,
15,Activity E,7/2/2018 17:41:12,
15,Activity D,7/2/2018 17:42:12,
15,Activity G,7/2/2018 17:43:12,
15,Activity B,7/2/2018 17:45:12,
16,Activity A,7/2/2018 17:37:26,
16,Activity H,7/2/2018 17:39:26,
16,Activity C,7/2/2018 17:40:26,
16,Activity E,7/2/2018 17:41:26,
16,Activity D,7/2/2018 17:42:26,
16,Activity G,7/2/2018 17:43:26,
16,Activity B,7/2/2018 17:45:26,
17,Activity A,7/2/2018 17:37:54,
17,Activity C,7/2/2018 17:39:54,
17,Activity H,7/2/2018 17:40:54,
17,Activity E,7/2/2018 17:41:54,
17,Activity F,7/2/2018 17:42:54,
17,Activity E,7/2/2018 17:43:54,
17,Activity D,7/2/2018 17:44:54,
17,Activity G,7/2/2018 17:45:54,
17,Activity B,7/2/2018 17:47:54,
18,Activity A,7/2/2018 17:40:13,
18,Activity H,7/2/2018 17:42:13,
18,Activity C,7/2/2018 17:43:13,
18,Activity E,7/2/2018 17:44:13,
18,Activity F,7/2/2018 17:45:13,
18,Activity E,7/2/2018 17:46:13,
18,Activity F,7/2/2018 17:47:13,
18,Activity E,7/2/2018 17:48:13,
18,Activity F,7/2/2018 17:49:13,
18,Activity E,7/2/2018 17:50:13,
18,Activity D,7/2/2018 17:51:13,
18,Activity G,7/2/2018 17:52:13,
18,Activity B,7/2/2018 17:54:13,
19,Activity A,7/2/2018 17:40:49,
19,Activity H,7/2/2018 17:42:49,
19,Activity C,7/2/2018 17:43:49,
19,Activity E,7/2/2018 17:44:49,
19,Activity F,7/2/2018 17:45:49,
19,Activity E,7/2/2018 17:46:49,
19,Activity F,7/2/2018 17:47:49,
19,Activity E,7/2/2018 17:48:49,
19,Activity F,7/2/2018 17:49:49,
19,Activity E,7/2/2018 17:50:49,
19,Activity D,7/2/2018 17:51:49,
19,Activity G,7/2/2018 17:52:49,
19,Activity B,7/2/2018 17:54:49,
20,Activity A,7/2/2018 17:41:39,
20,Activity C,7/2/2018 17:43:39,
20,Activity E,7/2/2018 17:44:39,
20,Activity H,7/2/2018 17:45:39,
20,Activity F,7/2/2018 17:46:39,
20,Activity E,7/2/2018 17:47:39,
20,Activity F,7/2/2018 17:48:39,
20,Activity E,7/2/2018 17:49:39,
20,Activity D,7/2/2018 17:50:39,
20,Activity G,7/2/2018 17:51:39,
20,Activity B,7/2/2018 17:53:39,
21,Activity A,7/2/2018 17:43:38,
21,Activity H,7/2/2018 17:45:38,
21,Activity C,7/2/2018 17:46:38,
21,Activity E,7/2/2018 17:47:38,
21,Activity D,7/2/2018 17:48:38,
21,Activity G,7/2/2018 17:49:38,
21,Activity B,7/2/2018 17:51:38,
22,Activity A,7/2/2018 17:43:46,
22,Activity H,7/2/2018 17:45:46,
22,Activity C,7/2/2018 17:46:46,
22,Activity E,7/2/2018 17:47:46,
22,Activity D,7/2/2018 17:48:46,
22,Activity G,7/2/2018 17:49:46,
22,Activity B,7/2/2018 17:51:46,
23,Activity A,7/2/2018 17:43:55,
23,Activity H,7/2/2018 17:45:55,
23,Activity C,7/2/2018 17:46:55,
23,Activity E,7/2/2018 17:47:55,
23,Activity F,7/2/2018 17:48:55,
23,Activity E,7/2/2018 17:49:55,
23,Activity F,7/2/2018 17:50:55,
23,Activity E,7/2/2018 17:51:55,
23,Activity F,7/2/2018 17:52:55,
23,Activity E,7/2/2018 17:53:55,
23,Activity F,7/2/2018 17:54:55,
23,Activity E,7/2/2018 17:55:55,
23,Activity F,7/2/2018 17:56:55,
23,Activity E,7/2/2018 17:57:55,
23,Activity F,7/2/2018 17:58:55,
23,Activity E,7/2/2018 17:59:55,
23,Activity D,7/2/2018 18:00:55,
23,Activity G,7/2/2018 18:01:55,
23,Activity B,7/2/2018 18:03:55,
24,Activity A,7/2/2018 17:44:09,
24,Activity H,7/2/2018 17:46:09,
24,Activity C,7/2/2018 17:47:09,
24,Activity E,7/2/2018 17:48:09,
24,Activity D,7/2/2018 17:49:09,
24,Activity G,7/2/2018 17:50:09,
24,Activity B,7/2/2018 17:52:09,
25,Activity A,7/2/2018 17:44:10,
25,Activity H,7/2/2018 17:46:10,
25,Activity C,7/2/2018 17:47:10,
25,Activity E,7/2/2018 17:48:10,
25,Activity D,7/2/2018 17:49:10,
25,Activity G,7/2/2018 17:50:10,
25,Activity B,7/2/2018 17:52:10,
26,Activity A,7/2/2018 17:50:41,
26,Activity C,7/2/2018 17:52:41,
26,Activity E,7/2/2018 17:53:41,
26,Activity D,7/2/2018 17:54:41,
26,Activity G,7/2/2018 17:55:41,
26,Activity H,7/2/2018 17:56:41,
26,Activity B,7/2/2018 17:58:41,
