activity,timestamp
START EVENT,6.35846E+13
START EVENT,6.35846E+13
START FUNCTION,6.35846E+13
START FUNCTION,6.35846E+13
start 0 transition,6.35846E+13
start 0 transition,6.35846E+13
investment support was created /changed,6.35846E+13
investment support was created /changed,6.35846E+13
claim for support exists,6.35846E+13
claim for support exists,6.35846E+13
2 transition,6.35846E+13
2 transition,6.35846E+13
application for investment support,6.35846E+13
application for investment support,6.35846E+13
investment support is posted,6.35846E+13
investment support is posted,6.35846E+13
