"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","A","2019/03/07 06:26:18.854","2019/03/07 06:26:18.854","-1.0986122886681098","true"
"0","B","2019/03/07 06:27:18.854","2019/03/07 06:27:18.854","-1.0986122886681098","true"
"0","E","2019/03/07 06:28:18.854","2019/03/07 06:28:18.854","-1.0986122886681098","true"
"0","C","2019/03/07 06:29:18.854","2019/03/07 06:29:18.854","-1.0986122886681098","true"
"0","F","2019/03/07 06:30:18.854","2019/03/07 06:30:18.854","-1.0986122886681098","true"
"1","A","2019/03/07 06:29:06.262","2019/03/07 06:29:06.262","-1.0986122886681098","true"
"1","B","2019/03/07 06:30:06.262","2019/03/07 06:30:06.262","-1.0986122886681098","true"
"1","E","2019/03/07 06:31:06.262","2019/03/07 06:31:06.262","-1.0986122886681098","true"
"1","C","2019/03/07 06:32:06.262","2019/03/07 06:32:06.262","-1.0986122886681098","true"
"1","F","2019/03/07 06:33:06.262","2019/03/07 06:33:06.262","-1.0986122886681098","true"
"2","A","2019/03/07 06:30:46.776","2019/03/07 06:30:46.776","-1.0986122886681098","true"
"2","B","2019/03/07 06:31:46.776","2019/03/07 06:31:46.776","-1.0986122886681098","true"
"2","E","2019/03/07 06:32:46.776","2019/03/07 06:32:46.776","-1.0986122886681098","true"
"2","C","2019/03/07 06:33:46.776","2019/03/07 06:33:46.776","-1.0986122886681098","true"
"2","F","2019/03/07 06:34:46.776","2019/03/07 06:34:46.776","-1.0986122886681098","true"
"3","A","2019/03/07 06:31:24.176","2019/03/07 06:31:24.176","-1.0986122886681098","true"
"3","B","2019/03/07 06:32:24.176","2019/03/07 06:32:24.176","-1.0986122886681098","true"
"3","D","2019/03/07 06:33:24.176","2019/03/07 06:33:24.176","-1.0986122886681098","true"
"3","C","2019/03/07 06:34:24.176","2019/03/07 06:34:24.176","-1.0986122886681098","true"
"3","F","2019/03/07 06:35:24.176","2019/03/07 06:35:24.176","-1.0986122886681098","true"
"4","A","2019/03/07 06:32:58.941","2019/03/07 06:32:58.941","-1.0986122886681098","true"
"4","B","2019/03/07 06:33:58.941","2019/03/07 06:33:58.941","-1.0986122886681098","true"
"4","E","2019/03/07 06:34:58.941","2019/03/07 06:34:58.941","-1.0986122886681098","true"
"4","C","2019/03/07 06:35:58.941","2019/03/07 06:35:58.941","-1.0986122886681098","true"
"4","F","2019/03/07 06:36:58.941","2019/03/07 06:36:58.941","-1.0986122886681098","true"
"5","A","2019/03/07 06:33:20.744","2019/03/07 06:33:20.744","-1.791759469228055","true"
"5","B","2019/03/07 06:34:20.744","2019/03/07 06:34:20.744","-1.791759469228055","true"
"5","C","2019/03/07 06:35:20.744","2019/03/07 06:35:20.744","-1.791759469228055","true"
"5","D","2019/03/07 06:36:20.744","2019/03/07 06:36:20.744","-1.791759469228055","true"
"5","F","2019/03/07 06:37:20.744","2019/03/07 06:37:20.744","-1.791759469228055","true"
"6","A","2019/03/07 06:39:01.618","2019/03/07 06:39:01.618","-1.0986122886681098","true"
"6","B","2019/03/07 06:40:01.618","2019/03/07 06:40:01.618","-1.0986122886681098","true"
"6","D","2019/03/07 06:41:01.618","2019/03/07 06:41:01.618","-1.0986122886681098","true"
"6","C","2019/03/07 06:42:01.618","2019/03/07 06:42:01.618","-1.0986122886681098","true"
"6","F","2019/03/07 06:43:01.618","2019/03/07 06:43:01.618","-1.0986122886681098","true"
"7","A","2019/03/07 06:39:30.639","2019/03/07 06:39:30.639","-1.0986122886681098","true"
"7","B","2019/03/07 06:40:30.639","2019/03/07 06:40:30.639","-1.0986122886681098","true"
"7","D","2019/03/07 06:41:30.639","2019/03/07 06:41:30.639","-1.0986122886681098","true"
"7","C","2019/03/07 06:42:30.639","2019/03/07 06:42:30.639","-1.0986122886681098","true"
"7","F","2019/03/07 06:43:30.639","2019/03/07 06:43:30.639","-1.0986122886681098","true"
"8","A","2019/03/07 06:40:43.825","2019/03/07 06:40:43.825","-1.0986122886681098","true"
"8","B","2019/03/07 06:41:43.825","2019/03/07 06:41:43.825","-1.0986122886681098","true"
"8","E","2019/03/07 06:42:43.825","2019/03/07 06:42:43.825","-1.0986122886681098","true"
"8","C","2019/03/07 06:43:43.825","2019/03/07 06:43:43.825","-1.0986122886681098","true"
"8","F","2019/03/07 06:44:43.825","2019/03/07 06:44:43.825","-1.0986122886681098","true"
"9","A","2019/03/07 06:41:35.272","2019/03/07 06:41:35.272","-1.0986122886681098","true"
"9","B","2019/03/07 06:42:35.272","2019/03/07 06:42:35.272","-1.0986122886681098","true"
"9","D","2019/03/07 06:43:35.272","2019/03/07 06:43:35.272","-1.0986122886681098","true"
"9","C","2019/03/07 06:44:35.272","2019/03/07 06:44:35.272","-1.0986122886681098","true"
"9","F","2019/03/07 06:45:35.272","2019/03/07 06:45:35.272","-1.0986122886681098","true"
"10","A","2019/03/07 06:43:35.981","2019/03/07 06:43:35.981","-1.791759469228055","true"
"10","B","2019/03/07 06:44:35.981","2019/03/07 06:44:35.981","-1.791759469228055","true"
"10","C","2019/03/07 06:45:35.981","2019/03/07 06:45:35.981","-1.791759469228055","true"
"10","D","2019/03/07 06:46:35.981","2019/03/07 06:46:35.981","-1.791759469228055","true"
"10","F","2019/03/07 06:47:35.981","2019/03/07 06:47:35.981","-1.791759469228055","true"
"11","A","2019/03/07 06:47:43.803","2019/03/07 06:47:43.803","-1.0986122886681098","true"
"11","B","2019/03/07 06:48:43.803","2019/03/07 06:48:43.803","-1.0986122886681098","true"
"11","E","2019/03/07 06:49:43.803","2019/03/07 06:49:43.803","-1.0986122886681098","true"
"11","C","2019/03/07 06:50:43.803","2019/03/07 06:50:43.803","-1.0986122886681098","true"
"11","F","2019/03/07 06:51:43.803","2019/03/07 06:51:43.803","-1.0986122886681098","true"
"12","A","2019/03/07 06:48:25.628","2019/03/07 06:48:25.628","-1.0986122886681098","true"
"12","B","2019/03/07 06:49:25.628","2019/03/07 06:49:25.628","-1.0986122886681098","true"
"12","E","2019/03/07 06:50:25.628","2019/03/07 06:50:25.628","-1.0986122886681098","true"
"12","C","2019/03/07 06:51:25.628","2019/03/07 06:51:25.628","-1.0986122886681098","true"
"12","F","2019/03/07 06:52:25.628","2019/03/07 06:52:25.628","-1.0986122886681098","true"
"13","A","2019/03/07 06:49:12.545","2019/03/07 06:49:12.545","-1.0986122886681098","true"
"13","B","2019/03/07 06:50:12.545","2019/03/07 06:50:12.545","-1.0986122886681098","true"
"13","E","2019/03/07 06:51:12.545","2019/03/07 06:51:12.545","-1.0986122886681098","true"
"13","C","2019/03/07 06:52:12.545","2019/03/07 06:52:12.545","-1.0986122886681098","true"
"13","F","2019/03/07 06:53:12.545","2019/03/07 06:53:12.545","-1.0986122886681098","true"
"14","A","2019/03/07 06:50:31.188","2019/03/07 06:50:31.188","-1.0986122886681098","true"
"14","B","2019/03/07 06:51:31.188","2019/03/07 06:51:31.188","-1.0986122886681098","true"
"14","E","2019/03/07 06:52:31.188","2019/03/07 06:52:31.188","-1.0986122886681098","true"
"14","C","2019/03/07 06:53:31.188","2019/03/07 06:53:31.188","-1.0986122886681098","true"
"14","F","2019/03/07 06:54:31.188","2019/03/07 06:54:31.188","-1.0986122886681098","true"
"15","A","2019/03/07 06:50:42.152","2019/03/07 06:50:42.152","-1.0986122886681098","true"
"15","B","2019/03/07 06:51:42.152","2019/03/07 06:51:42.152","-1.0986122886681098","true"
"15","E","2019/03/07 06:52:42.152","2019/03/07 06:52:42.152","-1.0986122886681098","true"
"15","C","2019/03/07 06:53:42.152","2019/03/07 06:53:42.152","-1.0986122886681098","true"
"15","F","2019/03/07 06:54:42.152","2019/03/07 06:54:42.152","-1.0986122886681098","true"
"16","A","2019/03/07 06:51:38.659","2019/03/07 06:51:38.659","-1.791759469228055","true"
"16","B","2019/03/07 06:52:38.659","2019/03/07 06:52:38.659","-1.791759469228055","true"
"16","C","2019/03/07 06:53:38.659","2019/03/07 06:53:38.659","-1.791759469228055","true"
"16","E","2019/03/07 06:54:38.659","2019/03/07 06:54:38.659","-1.791759469228055","true"
"16","F","2019/03/07 06:55:38.659","2019/03/07 06:55:38.659","-1.791759469228055","true"
"17","A","2019/03/07 06:52:39.971","2019/03/07 06:52:39.971","-1.791759469228055","true"
"17","B","2019/03/07 06:53:39.971","2019/03/07 06:53:39.971","-1.791759469228055","true"
"17","C","2019/03/07 06:54:39.971","2019/03/07 06:54:39.971","-1.791759469228055","true"
