activity,timestamp
a,14/03/2019 03:33:50
a,14/03/2019 03:34:02
a,14/03/2019 03:34:16
a,14/03/2019 03:34:17
c,14/03/2019 03:34:50
c,14/03/2019 03:35:02
b,14/03/2019 03:35:16
c,14/03/2019 03:35:17
b,14/03/2019 03:35:50
b,14/03/2019 03:36:02
c,14/03/2019 03:36:16
b,14/03/2019 03:36:17
a,14/03/2019 03:36:41
d,14/03/2019 03:36:50
d,14/03/2019 03:37:02
d,14/03/2019 03:37:16
d,14/03/2019 03:37:17
b,14/03/2019 03:37:41
a,14/03/2019 03:38:07
a,14/03/2019 03:38:15
a,14/03/2019 03:38:15
c,14/03/2019 03:38:41
a,14/03/2019 03:38:56
b,14/03/2019 03:39:07
c,14/03/2019 03:39:15
b,14/03/2019 03:39:15
d,14/03/2019 03:39:41
a,14/03/2019 03:39:47
c,14/03/2019 03:39:56
c,14/03/2019 03:40:07
b,14/03/2019 03:40:15
c,14/03/2019 03:40:15
a,14/03/2019 03:40:44
b,14/03/2019 03:40:47
a,14/03/2019 03:40:52
b,14/03/2019 03:40:56
a,14/03/2019 03:40:57
d,14/03/2019 03:41:07
d,14/03/2019 03:41:15
d,14/03/2019 03:41:15
c,14/03/2019 03:41:44
c,14/03/2019 03:41:47
b,14/03/2019 03:41:52
d,14/03/2019 03:41:56
b,14/03/2019 03:41:57
a,14/03/2019 03:42:13
b,14/03/2019 03:42:44
d,14/03/2019 03:42:47
c,14/03/2019 03:42:52
c,14/03/2019 03:42:57
c,14/03/2019 03:43:13
a,14/03/2019 03:43:20
a,14/03/2019 03:43:43
d,14/03/2019 03:43:44
d,14/03/2019 03:43:52
d,14/03/2019 03:43:57
b,14/03/2019 03:44:13
a,14/03/2019 03:44:17
b,14/03/2019 03:44:20
c,14/03/2019 03:44:43
d,14/03/2019 03:45:13
b,14/03/2019 03:45:17
c,14/03/2019 03:45:20
a,14/03/2019 03:45:20
b,14/03/2019 03:45:43
c,14/03/2019 03:46:17
d,14/03/2019 03:46:20
c,14/03/2019 03:46:20
a,14/03/2019 03:46:42
d,14/03/2019 03:46:43
d,14/03/2019 03:47:17
b,14/03/2019 03:47:20
a,14/03/2019 03:47:31
c,14/03/2019 03:47:42
d,14/03/2019 03:48:20
a,14/03/2019 03:48:28
b,14/03/2019 03:48:31
a,14/03/2019 03:48:32
a,14/03/2019 03:48:40
b,14/03/2019 03:48:42
b,14/03/2019 03:49:28
c,14/03/2019 03:49:31
c,14/03/2019 03:49:32
c,14/03/2019 03:49:40
d,14/03/2019 03:49:42
a,14/03/2019 03:50:17
c,14/03/2019 03:50:28
d,14/03/2019 03:50:31
b,14/03/2019 03:50:32
b,14/03/2019 03:50:40
a,14/03/2019 03:50:47
b,14/03/2019 03:51:17
d,14/03/2019 03:51:28
d,14/03/2019 03:51:32
d,14/03/2019 03:51:40
b,14/03/2019 03:51:47
a,14/03/2019 03:51:59
a,14/03/2019 03:52:17
c,14/03/2019 03:52:17
c,14/03/2019 03:52:47
c,14/03/2019 03:52:59
c,14/03/2019 03:53:17
d,14/03/2019 03:53:17
a,14/03/2019 03:53:35
d,14/03/2019 03:53:47
b,14/03/2019 03:53:59
b,14/03/2019 03:54:17
c,14/03/2019 03:54:35
d,14/03/2019 03:54:59
d,14/03/2019 03:55:17
a,14/03/2019 03:55:21
a,14/03/2019 03:55:27
b,14/03/2019 03:55:35
a,14/03/2019 03:56:15
c,14/03/2019 03:56:21
a,14/03/2019 03:56:23
c,14/03/2019 03:56:27
d,14/03/2019 03:56:35
a,14/03/2019 03:56:41
a,14/03/2019 03:56:45
c,14/03/2019 03:57:15
b,14/03/2019 03:57:21
c,14/03/2019 03:57:23
b,14/03/2019 03:57:27
a,14/03/2019 03:57:31
c,14/03/2019 03:57:41
b,14/03/2019 03:57:45
b,14/03/2019 03:58:15
d,14/03/2019 03:58:21
b,14/03/2019 03:58:23
d,14/03/2019 03:58:27
b,14/03/2019 03:58:31
b,14/03/2019 03:58:41
c,14/03/2019 03:58:45
a,14/03/2019 03:59:07
d,14/03/2019 03:59:15
d,14/03/2019 03:59:23
c,14/03/2019 03:59:31
d,14/03/2019 03:59:41
d,14/03/2019 03:59:45
a,14/03/2019 04:00:00
a,14/03/2019 04:00:06
c,14/03/2019 04:00:07
a,14/03/2019 04:00:18
a,14/03/2019 04:00:28
d,14/03/2019 04:00:31
b,14/03/2019 04:01:00
b,14/03/2019 04:01:06
b,14/03/2019 04:01:07
b,14/03/2019 04:01:18
a,14/03/2019 04:01:21
c,14/03/2019 04:01:28
a,14/03/2019 04:01:46
c,14/03/2019 04:02:00
a,14/03/2019 04:02:04
c,14/03/2019 04:02:06
d,14/03/2019 04:02:07
c,14/03/2019 04:02:18
b,14/03/2019 04:02:21
b,14/03/2019 04:02:28
b,14/03/2019 04:02:46
a,14/03/2019 04:03:00
d,14/03/2019 04:03:00
b,14/03/2019 04:03:04
d,14/03/2019 04:03:06
d,14/03/2019 04:03:18
c,14/03/2019 04:03:21
d,14/03/2019 04:03:28
a,14/03/2019 04:03:46
c,14/03/2019 04:03:46
c,14/03/2019 04:04:00
a,14/03/2019 04:04:01
c,14/03/2019 04:04:04
a,14/03/2019 04:04:15
d,14/03/2019 04:04:21
a,14/03/2019 04:04:41
b,14/03/2019 04:04:46
d,14/03/2019 04:04:46
b,14/03/2019 04:05:00
b,14/03/2019 04:05:01
d,14/03/2019 04:05:04
b,14/03/2019 04:05:15
c,14/03/2019 04:05:41
c,14/03/2019 04:05:46
d,14/03/2019 04:06:00
c,14/03/2019 04:06:01
c,14/03/2019 04:06:15
a,14/03/2019 04:06:35
a,14/03/2019 04:06:40
b,14/03/2019 04:06:41
d,14/03/2019 04:06:46
d,14/03/2019 04:07:01
d,14/03/2019 04:07:15
c,14/03/2019 04:07:35
c,14/03/2019 04:07:40
d,14/03/2019 04:07:41
b,14/03/2019 04:08:35
b,14/03/2019 04:08:40
d,14/03/2019 04:09:35
d,14/03/2019 04:09:40
a,14/03/2019 04:10:00
b,14/03/2019 04:11:00
c,14/03/2019 04:12:00
a,14/03/2019 04:12:25
d,14/03/2019 04:13:00
c,14/03/2019 04:13:25
a,14/03/2019 04:13:46
b,14/03/2019 04:14:25
b,14/03/2019 04:14:46
d,14/03/2019 04:15:25
c,14/03/2019 04:15:46
a,14/03/2019 04:15:51
d,14/03/2019 04:16:46
c,14/03/2019 04:16:51
a,14/03/2019 04:17:13
a,14/03/2019 04:17:14
b,14/03/2019 04:17:51
b,14/03/2019 04:18:13
b,14/03/2019 04:18:14
d,14/03/2019 04:18:51
c,14/03/2019 04:19:13
c,14/03/2019 04:19:14
a,14/03/2019 04:19:32
a,14/03/2019 04:20:06
d,14/03/2019 04:20:13
d,14/03/2019 04:20:14
b,14/03/2019 04:20:32
c,14/03/2019 04:21:06
c,14/03/2019 04:21:32
b,14/03/2019 04:22:06
d,14/03/2019 04:22:32
a,14/03/2019 04:23:00
d,14/03/2019 04:23:06
a,14/03/2019 04:23:41
c,14/03/2019 04:24:00
b,14/03/2019 04:24:41
b,14/03/2019 04:25:00
c,14/03/2019 04:25:41
a,14/03/2019 04:25:45
d,14/03/2019 04:26:00
d,14/03/2019 04:26:41
b,14/03/2019 04:26:45
a,14/03/2019 04:27:12
c,14/03/2019 04:27:45
a,14/03/2019 04:28:06
b,14/03/2019 04:28:12
a,14/03/2019 04:28:45
d,14/03/2019 04:28:45
a,14/03/2019 04:28:53
b,14/03/2019 04:29:06
c,14/03/2019 04:29:12
a,14/03/2019 04:29:20
b,14/03/2019 04:29:45
b,14/03/2019 04:29:53
c,14/03/2019 04:30:06
d,14/03/2019 04:30:12
b,14/03/2019 04:30:20
c,14/03/2019 04:30:45
c,14/03/2019 04:30:53
a,14/03/2019 04:30:59
d,14/03/2019 04:31:06
a,14/03/2019 04:31:11
a,14/03/2019 04:31:13
c,14/03/2019 04:31:20
d,14/03/2019 04:31:45
d,14/03/2019 04:31:53
b,14/03/2019 04:31:59
c,14/03/2019 04:32:11
c,14/03/2019 04:32:13
d,14/03/2019 04:32:20
c,14/03/2019 04:32:59
b,14/03/2019 04:33:11
b,14/03/2019 04:33:13
d,14/03/2019 04:33:59
d,14/03/2019 04:34:11
d,14/03/2019 04:34:13
a,14/03/2019 04:35:43
a,14/03/2019 04:36:02
b,14/03/2019 04:36:43
a,14/03/2019 04:36:53
b,14/03/2019 04:37:02
c,14/03/2019 04:37:43
b,14/03/2019 04:37:53
a,14/03/2019 04:37:57
c,14/03/2019 04:38:02
d,14/03/2019 04:38:43
c,14/03/2019 04:38:53
a,14/03/2019 04:38:56
b,14/03/2019 04:38:57
d,14/03/2019 04:39:02
a,14/03/2019 04:39:15
d,14/03/2019 04:39:53
b,14/03/2019 04:39:56
c,14/03/2019 04:39:57
b,14/03/2019 04:40:15
a,14/03/2019 04:40:16
