case Id,activity,timestamp
trace_5,START EVENT,6.35847E+17
trace_5,START FUNCTION,6.35847E+17
trace_5,start 0 transition,6.35847E+17
trace_5,claim for support exists,6.35847E+17
trace_5,investment support was created /changed,6.35847E+17
trace_5,2 transition,6.35847E+17
trace_5,application for investment support,6.35847E+17
trace_5,investment support is posted,6.35847E+17
trace_0,START EVENT,6.35846E+17
trace_0,START FUNCTION,6.35846E+17
trace_0,start 0 transition,6.35846E+17
trace_0,investment support was created /changed,6.35846E+17
trace_0,claim for support exists,6.35846E+17
trace_0,2 transition,6.35846E+17
trace_0,application for investment support,6.35846E+17
trace_0,investment support is posted,6.35846E+17
