case Id,activity,timestamp
trace_14,START EVENT,63585267907988
trace_14,START FUNCTION,63585271507988
trace_14,helper transition 16[{XOR}->{fixed asset was found}],63585275107988
trace_14,fixed asset was found,63585278707988
trace_14,helper transition 13[{fixed asset was found}->{XOR}],63585282307988
trace_14,creation of master record for tangible assets,63585285907988
trace_14,helper transition 19[{XOR}->{acquisition within group to be posted}],63585289507988
trace_14,acquisition within group to be posted,63585293107988
trace_14,processing of asset acquisition,63585296707988
trace_14,acquisition within group posted,63585300307988
trace_14,helper transition 15[{acquisition within group posted}->{XOR}],63585303907988
trace_14,END FUNCTION,63585307507988
trace_14,END EVENT,63585311107988
trace_98,START EVENT,63589472707988
trace_98,START FUNCTION,63589476307988
trace_98,helper transition 2[{XOR}->{fixed asset was given}],63589479907988
trace_98,fixed asset was given,63589483507988
trace_98,helper transition 0[{fixed asset was given}->{XOR}],63589487107988
trace_98,creation of master record for tangible assets,63589490707988
trace_98,helper transition 17[{XOR}->{asset transfer within a client exists}],63589494307988
trace_98,asset transfer within a client exists,63589497907988
trace_98,transfer within a client,63589501507988
trace_98,10 transition,63589505107988
trace_98,acquisition is posted in target company code,63589508707988
trace_98,retirement is posted in source company code,63589512307988
trace_98,start 4 transition,63589515907988
trace_98,END FUNCTION,63589519507988
trace_98,END EVENT,63589523107988
trace_38,START EVENT,63586455907988
trace_38,START FUNCTION,63586459507988
trace_38,helper transition 9[{XOR}->{leased asset was bought}],63586463107988
trace_38,leased asset was bought,63586466707988
trace_38,helper transition 5[{leased asset was bought}->{XOR}],63586470307988
trace_38,creation of master record for tangible assets,63586473907988
trace_38,helper transition 4[{XOR}->{retirement within group to be posted}],63586477507988
trace_38,retirement within group to be posted,63586481107988
trace_38,retirement,63586484707988
trace_38,retirement from group posted,63586488307988
trace_38,helper transition 7[{retirement from group posted}->{XOR}],63586491907988
trace_38,END FUNCTION,63586495507988
trace_38,END EVENT,63586499107988
trace_24,START EVENT,63585735907988
trace_24,START FUNCTION,63585739507988
trace_24,helper transition 16[{XOR}->{fixed asset was found}],63585743107988
trace_24,fixed asset was found,63585746707988
trace_24,helper transition 13[{fixed asset was found}->{XOR}],63585750307988
trace_24,creation of master record for tangible assets,63585753907988
trace_24,helper transition 17[{XOR}->{asset transfer within a client exists}],63585757507988
trace_24,asset transfer within a client exists,63585761107988
trace_24,transfer within a client,63585764707988
trace_24,10 transition,63585768307988
trace_24,retirement is posted in source company code,63585771907988
trace_24,acquisition is posted in target company code,63585775507988
trace_24,start 4 transition,63585779107988
trace_24,END FUNCTION,63585782707988
trace_24,END EVENT,63585786307988
trace_48,START EVENT,63586959907988
trace_48,START FUNCTION,63586963507988
trace_48,helper transition 9[{XOR}->{leased asset was bought}],63586967107988
trace_48,leased asset was bought,63586970707988
trace_48,helper transition 5[{leased asset was bought}->{XOR}],63586974307988
trace_48,creation of master record for tangible assets,63586977907988
trace_48,helper transition 17[{XOR}->{asset transfer within a client exists}],63586981507988
trace_48,asset transfer within a client exists,63586985107988
trace_48,transfer within a client,63586988707988
