"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"0","A","2019/03/07 12:00:10.019","2019/03/07 12:00:10.019","-1.0986122886681098","true"
"0","B","2019/03/07 12:01:10.019","2019/03/07 12:01:10.019","-1.0986122886681098","true"
"0","E","2019/03/07 12:02:10.019","2019/03/07 12:02:10.019","-1.0986122886681098","true"
"0","C","2019/03/07 12:03:10.019","2019/03/07 12:03:10.019","-1.0986122886681098","true"
"0","F","2019/03/07 12:04:10.019","2019/03/07 12:04:10.019","-1.0986122886681098","true"
"1","A","2019/03/07 12:00:49.021","2019/03/07 12:00:49.021","-1.0986122886681098","true"
"1","B","2019/03/07 12:01:49.021","2019/03/07 12:01:49.021","-1.0986122886681098","true"
"1","E","2019/03/07 12:02:49.021","2019/03/07 12:02:49.021","-1.0986122886681098","true"
"1","C","2019/03/07 12:03:49.021","2019/03/07 12:03:49.021","-1.0986122886681098","true"
"1","F","2019/03/07 12:04:49.021","2019/03/07 12:04:49.021","-1.0986122886681098","true"
"2","A","2019/03/07 12:01:36.060","2019/03/07 12:01:36.060","-1.0986122886681098","true"
"2","B","2019/03/07 12:02:36.060","2019/03/07 12:02:36.060","-1.0986122886681098","true"
"2","E","2019/03/07 12:03:36.060","2019/03/07 12:03:36.060","-1.0986122886681098","true"
"2","C","2019/03/07 12:04:36.060","2019/03/07 12:04:36.060","-1.0986122886681098","true"
"2","F","2019/03/07 12:05:36.060","2019/03/07 12:05:36.060","-1.0986122886681098","true"
"3","A","2019/03/07 12:01:44.880","2019/03/07 12:01:44.880","-1.0986122886681098","true"
"3","B","2019/03/07 12:02:44.880","2019/03/07 12:02:44.880","-1.0986122886681098","true"
"3","D","2019/03/07 12:03:44.880","2019/03/07 12:03:44.880","-1.0986122886681098","true"
"3","C","2019/03/07 12:04:44.880","2019/03/07 12:04:44.880","-1.0986122886681098","true"
"3","F","2019/03/07 12:05:44.880","2019/03/07 12:05:44.880","-1.0986122886681098","true"
"4","A","2019/03/07 12:03:44.459","2019/03/07 12:03:44.459","-1.0986122886681098","true"
"4","B","2019/03/07 12:04:44.459","2019/03/07 12:04:44.459","-1.0986122886681098","true"
"4","E","2019/03/07 12:05:44.459","2019/03/07 12:05:44.459","-1.0986122886681098","true"
"4","C","2019/03/07 12:06:44.459","2019/03/07 12:06:44.459","-1.0986122886681098","true"
"4","F","2019/03/07 12:07:44.459","2019/03/07 12:07:44.459","-1.0986122886681098","true"
"5","A","2019/03/07 12:03:58.857","2019/03/07 12:03:58.857","-1.791759469228055","true"
"5","B","2019/03/07 12:04:58.857","2019/03/07 12:04:58.857","-1.791759469228055","true"
"5","C","2019/03/07 12:05:58.857","2019/03/07 12:05:58.857","-1.791759469228055","true"
"5","D","2019/03/07 12:06:58.857","2019/03/07 12:06:58.857","-1.791759469228055","true"
"5","F","2019/03/07 12:07:58.857","2019/03/07 12:07:58.857","-1.791759469228055","true"
"6","A","2019/03/07 12:04:19.303","2019/03/07 12:04:19.303","-1.0986122886681098","true"
"6","B","2019/03/07 12:05:19.303","2019/03/07 12:05:19.303","-1.0986122886681098","true"
"6","D","2019/03/07 12:06:19.303","2019/03/07 12:06:19.303","-1.0986122886681098","true"
"6","C","2019/03/07 12:07:19.303","2019/03/07 12:07:19.303","-1.0986122886681098","true"
"6","F","2019/03/07 12:08:19.303","2019/03/07 12:08:19.303","-1.0986122886681098","true"
"7","A","2019/03/07 12:05:51.445","2019/03/07 12:05:51.445","-1.0986122886681098","true"
"7","B","2019/03/07 12:06:51.445","2019/03/07 12:06:51.445","-1.0986122886681098","true"
"7","D","2019/03/07 12:07:51.445","2019/03/07 12:07:51.445","-1.0986122886681098","true"
"7","C","2019/03/07 12:08:51.445","2019/03/07 12:08:51.445","-1.0986122886681098","true"
"7","F","2019/03/07 12:09:51.445","2019/03/07 12:09:51.445","-1.0986122886681098","true"
"8","A","2019/03/07 12:06:44.991","2019/03/07 12:06:44.991","-1.0986122886681098","true"
"8","B","2019/03/07 12:07:44.991","2019/03/07 12:07:44.991","-1.0986122886681098","true"
"8","E","2019/03/07 12:08:44.991","2019/03/07 12:08:44.991","-1.0986122886681098","true"
"8","C","2019/03/07 12:09:44.991","2019/03/07 12:09:44.991","-1.0986122886681098","true"
"8","F","2019/03/07 12:10:44.991","2019/03/07 12:10:44.991","-1.0986122886681098","true"
"9","A","2019/03/07 12:10:24.202","2019/03/07 12:10:24.202","-1.0986122886681098","true"
"9","B","2019/03/07 12:11:24.202","2019/03/07 12:11:24.202","-1.0986122886681098","true"
"9","D","2019/03/07 12:12:24.202","2019/03/07 12:12:24.202","-1.0986122886681098","true"
"9","C","2019/03/07 12:13:24.202","2019/03/07 12:13:24.202","-1.0986122886681098","true"
"9","F","2019/03/07 12:14:24.202","2019/03/07 12:14:24.202","-1.0986122886681098","true"
"10","A","2019/03/07 12:11:39.188","2019/03/07 12:11:39.188","-1.791759469228055","true"
"10","B","2019/03/07 12:12:39.188","2019/03/07 12:12:39.188","-1.791759469228055","true"
"10","C","2019/03/07 12:13:39.188","2019/03/07 12:13:39.188","-1.791759469228055","true"
"10","D","2019/03/07 12:14:39.188","2019/03/07 12:14:39.188","-1.791759469228055","true"
"10","F","2019/03/07 12:15:39.188","2019/03/07 12:15:39.188","-1.791759469228055","true"
"11","A","2019/03/07 12:12:19.230","2019/03/07 12:12:19.230","-1.0986122886681098","true"
"11","B","2019/03/07 12:13:19.230","2019/03/07 12:13:19.230","-1.0986122886681098","true"
"11","E","2019/03/07 12:14:19.230","2019/03/07 12:14:19.230","-1.0986122886681098","true"
"11","C","2019/03/07 12:15:19.230","2019/03/07 12:15:19.230","-1.0986122886681098","true"
"11","F","2019/03/07 12:16:19.230","2019/03/07 12:16:19.230","-1.0986122886681098","true"
"12","A","2019/03/07 12:12:51.267","2019/03/07 12:12:51.267","-1.0986122886681098","true"
"12","B","2019/03/07 12:13:51.267","2019/03/07 12:13:51.267","-1.0986122886681098","true"
"12","E","2019/03/07 12:14:51.267","2019/03/07 12:14:51.267","-1.0986122886681098","true"
"12","C","2019/03/07 12:15:51.267","2019/03/07 12:15:51.267","-1.0986122886681098","true"
"12","F","2019/03/07 12:16:51.267","2019/03/07 12:16:51.267","-1.0986122886681098","true"
"13","A","2019/03/07 12:13:21.805","2019/03/07 12:13:21.805","-1.0986122886681098","true"
"13","B","2019/03/07 12:14:21.805","2019/03/07 12:14:21.805","-1.0986122886681098","true"
"13","E","2019/03/07 12:15:21.805","2019/03/07 12:15:21.805","-1.0986122886681098","true"
"13","C","2019/03/07 12:16:21.805","2019/03/07 12:16:21.805","-1.0986122886681098","true"
"13","F","2019/03/07 12:17:21.805","2019/03/07 12:17:21.805","-1.0986122886681098","true"
"14","A","2019/03/07 12:13:27.121","2019/03/07 12:13:27.121","-1.0986122886681098","true"
"14","B","2019/03/07 12:14:27.121","2019/03/07 12:14:27.121","-1.0986122886681098","true"
"14","E","2019/03/07 12:15:27.121","2019/03/07 12:15:27.121","-1.0986122886681098","true"
"14","C","2019/03/07 12:16:27.121","2019/03/07 12:16:27.121","-1.0986122886681098","true"
"14","F","2019/03/07 12:17:27.121","2019/03/07 12:17:27.121","-1.0986122886681098","true"
"15","A","2019/03/07 12:13:51.601","2019/03/07 12:13:51.601","-1.0986122886681098","true"
"15","B","2019/03/07 12:14:51.601","2019/03/07 12:14:51.601","-1.0986122886681098","true"
"15","E","2019/03/07 12:15:51.601","2019/03/07 12:15:51.601","-1.0986122886681098","true"
"15","C","2019/03/07 12:16:51.601","2019/03/07 12:16:51.601","-1.0986122886681098","true"
